sentence1	sentence2	label
enhances relationship and promotes international business	language obstacle is no longer a problem, which results in mutual understanding and trust between their mother land and the host country	high
communication between countries and cultures become convenient	enhances relationship and promotes international business	low
researchers, especially those who work on high-tech, would have wider range of references if they are good at english	they have no choice but choosing english as a second language	low
the culture heritage and nation identity vanish	english is making lesser-known languages disappear ever year	low
the culture heritage and nation identity vanish	this is really short-sighted, ignoring the rapid development of native economy and society	low
creative works help to create social awareness by giving a social message	time and again, creative artists like michaelangelo, picasso, salman rushdie, shakespeare etc. have made artistic works which gave a social message	high
innovative works makes people realize things in a peaceful way and peep into their own conscience	it helps to raise issues and criticize the wrong doings of the governments	low
it helps to raise issues and criticize the wrong doings of the governments	bangladeshi writer taslima nasrin was accused of acting against the government, just because she raised a social issue	high
it helps to raise issues and criticize the wrong doings of the governments	this type of approach is a hurdle in promoting creative minds	low
innovative works makes people realize things in a peaceful way and peep into their own conscience	creativity also gives aesthetic charm	low
like the media, artists should also be given the freedom to express their ideas freely	restrictions would just curb the innovative ideas of the artists and would limit their brains	low
co-operation is essential for teamwork	educational systems emphasize on encouraging co-operative approach in children	low
co-operation is essential for teamwork	we live in a social setup and mutual help and sharing only leads to success	low
co-operation is essential for teamwork	a person can not learn or achieve everything by oneself	low
co-operation is essential for teamwork	lions hunt in a team	low
lions hunt in a team	it is only due to their teamwork that they are able to catch a prey and make task easy	low
co-operation helps to understand other's perspective and learn by their mistakes	it helps to identify one's strengths and weaknesses as compared to others	low
competition helps in improvement and evolution	an individual must compete with oneself only, instead of trying to beat others	low
every other day, new cars are developed by companies which are more efficient than others	this kind of competition gives customers more options	low
competition should be always based on self-improvement rule	blind and selfish competition is detrimental	low
competition should be always based on self-improvement rule	'your loss, my gain' kind of competition can never be fruitful in the long run	low
capital punishment protects the society from hardcore criminals	"capital punishment is given only in the ""rarest of the rare"" cases"	low
capital punishment protects the society from hardcore criminals	its first and foremost objective is safety of other human beings	low
they can make mistakes which can sometimes affect an innocent, circumstantially marred criminals	the jury giving the verdict are also humans	low
they can make mistakes which can sometimes affect an innocent, circumstantially marred criminals	they have the life of a person at their discretion	low
a break will give students some time to refresh their systems, by traveling or following their hobbies	a continuous study pressure for over 10 years makes the mind saturated and like a robot, to follow instructions	low
a break will give students some time to refresh their systems, by traveling or following their hobbies	a relaxation of one year to young minds will give them a quintessential change	low
a break will give students some time to refresh their systems, by traveling or following their hobbies	when students start their university studies after a break, they will feel fresh and full of energy to take the new challenge	low
working or traveling for some time, after high school, can help them to find their field of interest	it will also help them to learn professional setup by working	low
working or traveling for some time, after high school, can help them to find their field of interest	some students even utilize this time for preparation of their desired university course	low
a break can disturb the focus of students and prove detrimental	it varies from individual to individual, how they utilize that period	low
a break can disturb the focus of students and prove detrimental	a break gives students more benefits than harms	low
computers provide speed, increase efficiency, accuracy, precision, help to increase productivity and other countless benefits are provided by it	in the modern world, computers are used everywhere	low
future prospects of computers are very bright	research on making computerized drone soldiers (unmanned computer controlled) is going on	low
future prospects of computers are very bright	there is no end to the evolution of computers	low
computers have made humans over-dependent	virus programs, privacy breach, leak of confidential documents, cyber attacks, identity theft, frauds etc. are some of its demerits, from a countless list	high
computers have made humans over-dependent	computers expose children to vulgar materials	low
computers have made humans over-dependent	they have even invaded mental health of humans, for example, fad (facebook addiction disorder - excessive use of social networking website facebook)	high
females should be given equal opportunities as males	the whole world aims for women empowerment	low
universities giving both genders equal opportunities, will prepare them for future challenges and will help in the long run	co-education helps both genders to gel well with each other	low
it helps them how to behave and cooperate and work together	students studying in boy's colleges do not generally know how to talk to a female or behave in front of them	high
it helps them how to behave and cooperate and work together	females studying in girl's colleges are too shy to face boys	low
it helps them how to behave and cooperate and work together	co-education will help to eradicate this kind of demerit in both	low
this kind of gender biased approach is detrimental for the development of the society	women have proved their mettle in every field	low
this kind of gender biased approach is detrimental for the development of the society	women like margaret thatcher, indira gandhi, mari curie etc., are symbols of women's intelligence and skills	high
people nowadays just spend one hour to prepare a meal instead of two, even three hours like in the last 10 years	with the development of science and technology, more advanced kitchen facilities, such as the modern microwaves or the advanced pressure cookers, have been created and invented to help people prepare and cook food in a very short time	high
it is certain that spending less time on cooking will be the main trend in near future	people nowadays just spend one hour to prepare a meal instead of two, even three hours like in the last 10 years	high
most of young people prefer to have meals at restaurants	they want to invest more time in their work or study to improve themselves	low
they find hard to have time to prepare and cook a meal	89% of people have come to think that, since they have been put in the situation which is filled with competitions and pressures, they have to use a lot of time to work hard, to update themselves, to acquire all kinds of skills and so on	high
most of young people prefer to have meals at restaurants	they find hard to have time to prepare and cook a meal	low
health and life of eaters is assured	even, with the help of ozone machines, bacterias, mold spores, or pesticide in vegetables, fruits and foods will be killed and removed	high
it is the educational functions traditional games hold that keep them alive today	there is a risk that children may be exposed to unhealthy contents, such as violence or pornography, arranged in the games by such companies to secure financial survival	high
it is the educational functions traditional games hold that keep them alive today	these traditional games were elaborately devised by educators and have been proven effective in improving children's skills on different aspects in previous teaching practices	high
entertaining facilities such as cinemas, theaters and sports stadiums are mostly profit-oriented	their existences are based on their marketing strategies, the condition of facilities and the volume of audience	high
entertaining facilities such as cinemas, theaters and sports stadiums are mostly profit-oriented	the competition among each of these facilities is an inevitable part of the free market, which should not be interfered by government	low
entertaining facilities such as cinemas, theaters and sports stadiums are mostly profit-oriented	the establishment of medical facilities or educational institutes is aimed to improve the health or education standard rather than earning profits, which deserves more funds from government	low
in terms of time and space, technology makes it more efficient and effective to promote the traditional skills and ways of life	in the past, only when people went to the local place could they experience the specific traditional lifestyles	low
especially youngsters, are crazier about fresh and advanced things, such as digital products, thus becoming indifferent to traditional techniques	people tend to follow the trend back to the tradition in the recent years	low
some people are concerned that technology may have a detrimental effect on the traditional lifestyles	especially youngsters, are crazier about fresh and advanced things, such as digital products, thus becoming indifferent to traditional techniques	high
one of the major concerns against freeing artists' creation derives from the fear of social misleading which would destabilize the society	the audiences have their own judgement and are not likely to be misled or influenced by some art work	high
one of the major concerns against freeing artists' creation derives from the fear of social misleading which would destabilize the society	art inevitably involves imagination, exaggeration and sometimes is purely fabricated; regardless of whether the work of art is based on truth or not, it is the public's authority to determine how to interpret its meaning	high
one of the major concerns against freeing artists' creation derives from the fear of social misleading which would destabilize the society	if the art displays unreality, the public audiences certainly have the acumen to recognise its untruthfulness and only appreciate its art value	high
one of the major concerns against freeing artists' creation derives from the fear of social misleading which would destabilize the society	the notion of being afraid of social misleading is unjustified	low
restrictions on exposure to adolescents should apply	some of the art work may contain negative implications such as insanity, violence, eroticism etc	high
restrictions on exposure to adolescents should apply	in the case of adults being the audience, there's really nothing to hide these negative things objectively exist on this planet and it is impossible for adults to be brain-washed only because of some pieces of creative art	high
this will definitely set a bad example for the immature audiences who, lacking correct parental guidance and abilities to differentiate the right from wrong, are prone to go astray by imitating the violent behaviors and committing real violent crimes	they regard the violence as reasonable and justifiable	low
violence, as one of the facts in the real world, certainly has to be reported	media, such as tv or film, is considered as the correct information source regulated by the government	low
violence, as one of the facts in the real world, certainly has to be reported	it should be reporting and reflecting true phenomenon in the society	low
excessive violence would offer misleading information to the public and exert detrimental influence to the society as well	it is recently reported in the news that a seventeen-year-old boy killed all his family members, one sister and two parents out of hatred and jealousy	high
women nowadays are much more active, they may be successful businessmen, they join the political world, they become scientists and so on	gone are the days when women could do nothing rather than stick to boring house work and take care of children	low
the revolution in females' right has brought about many benefits not only to themselves but society as well	women have the outstanding instinct to take up some careers like healthcare or human resource management due to their patience and elaboration	high
such changes do lead to some negative results like an upward trend in divorce rate	women find it difficult to balance their work and their traditional role as the wives	low
such changes do lead to some negative results like an upward trend in divorce rate	children might enjoy less care from parents as they are both busy with their work	low
it seems not easy to increase petrol price instantly	price control institution has been used in plenty of social areas, for example, in the farming products and in the real estate area	high
price control institution has been used in plenty of social areas, for example, in the farming products and in the real estate area	whether it can work out for alleviating traffic and pollution pressure ought to be evaluated	low
it seems not easy to increase petrol price instantly	pollutions are not just caused by the burning of oil, chemical pollutants, extra lights, also constitute considerable amount of pollution	high
several other solutions can be introduced to assist in reducing pollution and traffic problems	temporarily targets should be set, with regard to the limitations of pollutants in a certain period of time, for example, a season	low
several other solutions can be introduced to assist in reducing pollution and traffic problems	with supervisory institutions built to find and address problems	low
it is unfair to restrict those public service advertisements which are creative and inspiring	they are not in the purpose of making profits but taking a role of disseminating valued culture, good moral traits and calling for helps for the disabled and the poor	high
publicizing brand image or a particular product of mass media could boost sales for companies	a recent study shows that after launching an advertising campaign, the sales revenue would increase by 40%, which is the very fact to verify its positive influences on economic	high
that is not to say, however, that advertisements have no downsides	the advertising expenses lead to a higher product price and some of them express fake information, creating information asymmetry between consumers and companies	high
this hormone can delight one's mind, creating positive feelings	when people exercise, the neuron cells in the brain release a chemical compound named dopamine	high
statistics show a slight reduction in the number of smokers, indicating that they realize the effects of the negative habit	nowadays horrendous images are displayed on the cigarette boxes to illustrate the consequences of smoking	high
pictures can influence the way people think	statistics show a slight reduction in the number of smokers, indicating that they realize the effects of the negative habit	high
it is undeniable that images in the absence of words can obviously claim the attraction of many	the magnificent photograph captured by kevin carter, which portrayed a starving sudanese child struck by extreme poverty has successfully highlighted the plight faced by the citizens in sudan	high
it is undeniable that images in the absence of words can obviously claim the attraction of many	images are also widely used in newspapers, magazines and advertisements	high
written words are also vital in order to spread across certain messages	this is different when words are used to explain what the illustration is about	low
written words are also vital in order to spread across certain messages	academic textbooks these days are laden with words besides pictures to guide the readers to comprehend better	high
governments should spend money on keeping and preserving these things for the rich diversity of cultures which make our world more interesting	the clearance of minority of language means that a national traditional, customs and habitants do not exist	low
there are some drawbacks from saving minority languages	governments invest money on doing that, it is hard to gain the good results	low
there are some drawbacks from saving minority languages	the preservations need a long time to gather, restore all information as well as train in the educational centre	high
there are some drawbacks from saving minority languages	if they do not try their best, their protection can be halted and waste of money	low
art, to some extent, serve a valuable function about enriching one's daily lives	by comparison to these issues, the pursuit of art seems unimportant at all	low
the government should be accountable for citizens' health care and education to keep society safe and stable	citizens enjoy the right to live in a harmonious and stable environment, which should be enabled by the government, the leader of the society	low
it is a waste of public money for the government to subsidize health care and education of each citizen in society	a great number of people, in fact, have had the capacity to pay for the both privately	low
zoo is a good alternative choice for protecting animals	our environment is damaged day by day due to the fact that excessive pursuit of economic development at expense of eco-system, which pose a great threat to the survival of wild animals	high
zoo is a good alternative choice for protecting animals	various animals could be better protected by specialized staff	low
zoo is a good alternative choice for protecting animals	once the animal got sick, professional vet will help them promptly	high
zoo is a good alternative choice for protecting animals	thanks to the considerate care, the diversity of wild animal could be guaranteed	low
when children pay a visit to the zoos, they still could observe the eating behavior or leisure activities among animals, which would definitely enrich their knowledge associated with different animals	in the zoos, even though wild animals are caged, they have capability to walk in a limited area	high
zoos afford a platform to education teenagers, helping to establish eco-friendly behavior towards animals	when children pay a visit to the zoos, they still could observe the eating behavior or leisure activities among animals, which would definitely enrich their knowledge associated with different animals	high
zoos afford a platform to education teenagers, helping to establish eco-friendly behavior towards animals	children could acquire the information regarding how to protect wild animals according to guided tour or volunteers	low
complained about the drawbacks of zoos are often heard	some zoos are lack of systematic management which attributes to numerous wild animals die because of food shortage	high
they have to rely on natural resources to maintain their living standards	these needy countries lack adequate financial and human resources, advanced technologies and experience	high
the economic development and environmental protection can be conflicting	they have to rely on natural resources to maintain their living standards	low
unchecked and reckless uses of the local raw materials may happen, which can put a strain on the natural resources	people in the poverty-stricken areas are not likely to be equipped with knowledge to preserve the ecosystems	low
the booming economy can be closely linked to the preservation of the environment	with people raising their awareness of the green economy, the products free of pollutants are increasingly prevalent among clients, which means eco-friendly businesses can make a favorable impression on customers today, triggering sales	high
with people raising their awareness of the green economy, the products free of pollutants are increasingly prevalent among clients, which means eco-friendly businesses can make a favorable impression on customers today, triggering sales	electronic bicycles powered by clean energy resources have been well received among people in recent years	high
taking environmental consequences seriously can enhance working efficiencies	without the requirement of environmental preservation, the firm would still consume a vast amount of energy which constitutes a large part of its operational costs, being a hurdle to the economic development	high
it may spur its economic development	if a firm is environmentally conscious, it may have to make optimal use of its resources to improve its production lines and equipment, which can boost productivity	low
taking environmental consequences seriously can enhance working efficiencies	it may spur its economic development	low
public services and facilities should be given adequate attention by the authorities to maintain social stability	the government should give priority to public services and facilities	low
public services and facilities should be given adequate attention by the authorities to maintain social stability	the government plays the role of a leader among citizens, which should discharge the responsibility of making optimal use of the tax money to keep society safe and stable	low
arts should by no means been disregarded by the government	arts can enrich people's cultural lives	low
they require various entertainment such as music, movies or books to them ease their minds and release pressure	currently, people are increasingly occupied with their work and studies due to the stiff competition	low
arts should by no means been disregarded by the government	without arts, people would be at risk of suffering psychological problems	low
funding arts is beneficial to the local cultural and economic development	cultural heritage constitutes an essential part of arts	low
funding arts is beneficial to the local cultural and economic development	arts serve cultural and economic purposes	low
keeping animals in captivity is wrong	animals should be considered non-human persons and they should have the right of having freedom	low
many zoos, especially the ones in developing countries, do not provide care and attention which their animals require	the animals are often undernourished and do not have sufficient quality and quantity of medical treatment	high
keeping animals in captivity is wrong	sometimes animals from hot countries have to survive in the cold winter of somewhere in europe	high
zoos provide the public with good entertainment and also help to ensure the balance of the ecology	many people, especially young children enjoy going to zoos and see their favorite animals, cute baby-born animals and the animals that are from the different corners of the world	high
zoos provide the public with good entertainment and also help to ensure the balance of the ecology	zoos provide educational information about the lives of different animals to the public	low
zoos are needed to keep the nature balanced	zoos play an important role in reserving many breeds of animal and preventing them from being missing from life	low
zoos provide the public with good entertainment and also help to ensure the balance of the ecology	zoos are needed to keep the nature balanced	low
without any limitations, there will be more awe inspiring work from our artists	if there is control over artists' ideas, they will definitely lose their sense of creativity in the long run	low
without any limitations, there will be more awe inspiring work from our artists	paintings by da vinci and michallengo are admired even till now as they were not restricted during those times	high
human rights is violated if artists are not allowed to express their feelings freely	it is every human's right to be able to voice out their opinions in any ways as long as they do not cause any problems to the nation	low
human rights is violated if artists are not allowed to express their feelings freely	today, many countries make numerous efforts to show that they are democratic countries	low
arts is one of the ways that can be used to criticise social problems and government policies in a particular country	the famous movie '3 idiots' acted by amir khan criticises the education system which is chiefly based on memorising and not being able to apply whatever the students learn	high
in case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society	they might go deeper into certain aspects that can cause controversies in a country	low
in case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society	artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts	low
allowing them to think freely will give them an opportunity to express themselves	ideas can naturally flow when there are no limitations	low
there are many wonderful and beautiful arts due to the freedom to express ideas	allowing them to think freely will give them an opportunity to express themselves	low
there are many wonderful and beautiful arts due to the freedom to express ideas	even though freedom to express ideas can bring some negative effects	low
advertisements are, therefore, very important for many businesses to increase sales and hence profits	advertising is carried out with the main purpose of promoting different products and services or encouraging people to consume more	high
they can compare them and then have a better decision in choosing their internet or mobile phone plans	customers of telecommunication services will have an idea about the current offers of different companies	low
to consumers, advertising can bring them many benefits	they can compare them and then have a better decision in choosing their internet or mobile phone plans	high
some people have argued against advertising due to its negative impacts	a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses, this is generally known as spam, and causes discomfort or even annoyance to many people	high
some people have argued against advertising due to its negative impacts	advertising is believed by many, a financial burden to businesses	low
pursuit of nuclear technology one way or the other leads towards atomic weapons	last century has witnessed the horrors of such weapons	low
even civil usages of atomic power pose a dire threat of radio activity	recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area	high
if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive	when people without jobs have hand phones that have access to the internet, they will be able to browse the net for more job opportunities	high
if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive	they can surf the the star onlines' work section to find a job that is suitable for them	high
if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive	the mobile phones can also be used to make calls with the companies in which they would like to work with	high
the money can be used for other intentions rather than giving hand phones to the unemployed	supplying hand phones to the unemployed is a waste of the taxpayers' money	low
the money can be used for other intentions rather than giving hand phones to the unemployed	the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country	low
the public's money is spent worthlessly	some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones	high
when hand phones are provided for free, many would want to take advantage of this opportunity	the public's money is spent worthlessly	low
cctvs must be put in all workplace so that crime rates can be minimized	by having cctv cameras at workplace, crimes such as robbery can be trimmed down	low
by having cctv cameras at workplace, crimes such as robbery can be trimmed down	when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced	high
cctvs must be put in all workplace so that crime rates can be minimized	as the employees know that they are under constant surveillance, they will less likely steal from the shops	high
privacies are lost with the use of these cameras	safety should be put first in order to be safe	low
this is chiefly to shield oneself from being harmed by any intruders or robbers	privacies are lost with the use of these cameras	low
the installation of cctv cameras may help the employees escape this situation	face-to-face interactions with an annoyed customer can put the employee in physical danger	low
those opposing the cctv systems feel that their privacies are invaded with the constant monitoring of the cameras	one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences	low
those opposing the cctv systems feel that their privacies are invaded with the constant monitoring of the cameras	opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime	low
it is a good idea for children to past their first earlier life in the cities	education is better in big cities in comparison with countrysides	low
it is a good idea for children to past their first earlier life in the cities	in my country the best schools, universities and institutes are located in cities, and todays education is one of the most important parts of our children's life	high
children who live in cities have a lot of entertainment	it is acknowledged that a large number of creational facilities are built in cities	low
children who live in cities have a lot of entertainment	in countrysides we hardly ever see creational facilities	low
children who live in cities have a lot of entertainment	children who live in countrysides most of the time pass their free time in farms	low
they can exchange their knowledge, they can learn different cultures	via internet they can have connection with the other children all around the world	low
there are a large number of opportunities in privat works that you cannot find them when you work for the others	you always have to be responsible for your task, and it make a stressful situation that i never like it	low
there are some authorities in privat jobs that workers are always looking for them while they are working for the others	sometimes some occasions happen to people for example a disease, sticking in a traffic jam and sometime going on a vacation	high
farmlands are vital for human life	human needs for food is increasing as well	high
some lands should be assigned to industry	human need some crucial things to continue their life, and most of them are industrial such as medicine	low
some lands should be assigned to industry	todays life has some difficulty which become comfortable with the help of industry	low
we have to be aware to never judge with their appearance	some people cheat their fiance before marriage by showing a cheerful face and well spoken; however, after getting marriage they show their real personality	high
there are some people who are black skin, fat and frown, nonetheless they might be a great person for leaving and colleague	i have a neighbor who are old, black skin and frown and i had always panicked of her	high
there are some people who are black skin, fat and frown, nonetheless they might be a great person for leaving and colleague	one day in a cold winter while i was getting back to home from school i realized that i lost my keys, so i could not do anything before my parents getting back home	high
there are some people who are black skin, fat and frown, nonetheless they might be a great person for leaving and colleague	she asked me to stay with her till my parents come, also she was great in hospitality and her behavior was unforgettable	high
there are some people who are black skin, fat and frown, nonetheless they might be a great person for leaving and colleague	i had to never judge with people's appearance	low
a single international language serves an economic purpose	a single international language plays a pivotal role in global economic cooperation	low
a single international language serves an economic purpose	as businessmen from different countries have access to the same language, they can communicate with each other more efficiently and deeply on trade, which can intensify the transnational cooperation	high
a single international language serves an economic purpose	without the availability of the same language, there might be a chance that misunderstanding and conflicts would ensue over business negotiations, impeding collaborations between them	high
if people are equipped with a single international language, they can tell each other smoothly about their countries' specific cultures such as the traditional customs or the modern lifestyles, which enables people to expand their outlooks, viewing the world in new angles	when people travel to foreign countries, the local people can introduce the tourist attractions to such people with the command of the universal language, helping foreign visitors have an enjoyable exotic experience	high
a universal language is an integral part of cultural communication and interactions	if people are equipped with a single international language, they can tell each other smoothly about their countries' specific cultures such as the traditional customs or the modern lifestyles, which enables people to expand their outlooks, viewing the world in new angles	high
some asians are seeking individualism, previously denied by many asian countries	they have gradually identified with such values expressed in american movies, which are imported by the governments as a result of the proliferation of english	high
following fashion trends enables people to keep up with the world's latest transformations, which is of vital importance if we consider the fact that people are living in a global village today	when individuals keep the habit of grasping the world's cutting-edge fashion information, they are gradually changing their attitudes to viewing the world, which means they are more open to accept diverse voices from people around the world	high
following fashion trends enables people to keep up with the world's latest transformations, which is of vital importance if we consider the fact that people are living in a global village today	they might fall behind shortly	low
they might fall behind shortly	if they stuck to their own fashion styles, disregarding the world's top fashion designers' achievements, they would stay conservative in their own worlds	high
without following fashion trends, such people would have a hard time choosing and matching clothes, let alone forming their own dressing styles	people with inadequate aesthetic knowledge or poor originality develop their own senses of fashion when treasuring the latest fashion information	high
the world would look monotonous	following fashion trends constantly may undermine individuals' personalities	low
such aid could also create a win-win situation	underdeveloped nations no doubt receive direct benefits through such deeds	low
it is inhumane to watch one's fellowman struggle against famine and poverty without doing anything to help, especially when the onlooker takes no effort to do so	compassion, a virtue preached in almost all religions from buddhism to mohammedanism, is what distinguishes us human beings from animals	high
such aid could also create a win-win situation	related research is conducted accordingly to conquer the problem, promoting the development of the pharmaceutical industry	high
the potential market in those poor countries, most of which has a huge population, is also a thing worth mentioning	by building a good relationship with them, wealthy nations can not only broaden their global market, but also facilitate future international commerce	high
health education will help people to have right choices of treatment to recover more quickly	instead of afraid or panic, they may be calmer if unfortunately committing some normal diseases such as allergy or illness in seasonal changes	low
preventative measures will help improve general health state of all citizens	vaccines will guarantee that pregnant women and their babies are protected from serious infectious diseases such as flu, smallpox, rubella so on	high
preventative measures will help improve general health state of all citizens	when huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably	low
investing money to enhance the general health state is a totally right decision	preventative measures will help improve general health state of all citizens	low
investing money to enhance the general health state is a totally right decision	human resources play a key role in the development of a country	low
today entertainment is easier for people to enjoy than ever before	the fact is that such news media as televisions, radios, or newspapers are bringing many news on entertainment sector from all over the world to everybody	high
the popularity of news media is beneficial to human beings	this is a convenient way of relaxation after hard work	low
the popularity of news media is beneficial to human beings	today entertainment is easier for people to enjoy than ever before	low
there is a strong likelihood that today people are able to know the world better	it is clearly seen that mass media provide people with a variety of global news on all fields, including political situation, economic change, global warming, and so forth	high
news media help people broaden their knowledge	there is a strong likelihood that today people are able to know the world better	low
news media help people broaden their knowledge	this is particularly essential when the globalization process has been permeating into all areas of society	low
news media help people broaden their knowledge	the fast growth of news media is helpful for people worldwide	low
the progress of news media is an advantageous development	it relaxes people with plentiful entertainment news	low
the progress of news media is an advantageous development	it enriches people's knowledge with worldwide information	low
the progress of news media is an advantageous development	it also positively affects the way people live in many other aspects	low
it would be easier for the juries to make a decision if they know about the past information about the criminal	knowing their background very well will enable the juries to analyze the crime before coming up with a judgment	low
knowing their background very well will enable the juries to analyze the crime before coming up with a judgment	the juries will be able to know weather the individual committed the crime intentionally or due to circumstances by knowing the facts about the person	high
it would be easier for the juries to make a decision if they know about the past information about the criminal	punishment can be given in accordance to the condition	low
the convicted will also receive a fair action	a fair trial can be achieved	low
the convicted will also receive a fair action	the juries will have a sense of relief that they have come up with better conclusion based on plenty of evidences	low
when the background of the convicted is 'dug' deeper and is revealed to mass of anonymous people, his privacy is being jeopardized	the crimes done by criminals should be brought to light and the public should be aware of it so that they will not become a victim as well	low
there are many good opportunities for discovering different cultures	a large number of people will gather in the host city for sport events	high
sport events with the spirit of healthiness, honesty and fairness can help strengthen understanding, friendship and solidarity among nations	there are many good opportunities for discovering different cultures	low
sport events with the spirit of healthiness, honesty and fairness can help strengthen understanding, friendship and solidarity among nations	after sharing competitive but interesting moments in each competition, the competitors often shake hands friendly and congratulate the winners, which can lead to an improvement in the relationships among nations	high
sport events help to wake up love and responsibilities strongly in each citizen	seeing national flags be honored may be the most emotional moments to each athlete	high
when witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	when vietnam became the champion of seagames for the first time in 2008, a festival atmosphere permeated into the streets	high
when witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	people from all ages turned out to the streets with flags, banners and they sang aloud songs of ho chi minh president	high
when witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	the eager atmosphere lasted many next days	high
when witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	some hooligans were so excited that they took part in motor racing or using fireworks illegally	high
some hooligans were so excited that they took part in motor racing or using fireworks illegally	the hooligans only took a minority of people	high
sport events help to wake up love and responsibilities strongly in each citizen	when witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	high
when children take jobs, they tend to be more responsible	whether they can earn money or not will depend on their effectiveness and attitudes in working	high
children will be more material, neglect their study for earning money or be exploited by the employers	if children get good care and instructions from their parents, they can take advantages of the work to learn valuable things and avoid going in a wrong way	high
experience gained through traveling to different places, meeting different people and even at job goes long way	it not only enhances the confidence of a student but also makes them independent	low
experience gained through traveling to different places, meeting different people and even at job goes long way	student's who works tend to gather better financial resources which they can rely on during their university studies	high
taking a break not just has benefits but it also comes with some negative impacts	once student's starts earning, they might not like to go back to studies where they would lose their financial independence	high
taking a break not just has benefits but it also comes with some negative impacts	probably some might take some short term courses instead of proper and complete university education, which will help them to get a better job and salaries	high
taking a break not just has benefits but it also comes with some negative impacts	this might only help them in a short run as it is a known fact that to make a reasonable career in longer runs, one needs a proper and higher qualification	high
it is certainly true that university education is of paramount importance for certain professions such as doctor, engineer and lawyer	this can benefit them in future when they intend to open up their own companies or hospitals	low
there are also a significant number of people who are very successful in their fields without going to university	take for instance those who start their own business	low
there are also a significant number of people who are very successful in their fields without going to university	these people depend solely on hard work and luck	high
there are also a significant number of people who are very successful in their fields without going to university	for some of them it proved to be a profitable job	low
there are also a significant number of people who are very successful in their fields without going to university	michael dell who is the founder and the ceo of dell left college at 19	high
there are also a significant number of people who are very successful in their fields without going to university	he started his computer company in his college dorm room	high
there are also a significant number of people who are very successful in their fields without going to university	he used his earnings as well as his family's loan in order to progress to be who he is now	high
individuals born with talents have also a high chance to be successful	people with natural talents are also most likely to excel in their life	low
individuals born with talents have also a high chance to be successful	this is especially true in sectors like entertainment and sports	low
the introduction of increasing number of reality shows have made it possible for all those lucky ones to triumph	david archuleta who was once a nobody has now taken up a large space in hearts of many	high
most of them will be forced to take up careers which are poles apart from what they had studied for	due to the lack of genuine passion on the work which was not of their option, there is a greater possibility for their performance standard to dwindle at their workplace	high
it would indeed be better if at an older age, opportunities are given to the younger ones	the academic institution will have to pay for his medical bills, resulting in more loss for the institution	high
it would indeed be better if at an older age, opportunities are given to the younger ones	beyond that age, a large proportion of them have an elevated chance of contracting a multitude of health problems such as stress related diseases and cardiovascular illnesses	high
it is highly recommended that the retiree come over to the companies or hospitals to have regular sessions with the present staffs to bridge the gap between them and to pass on their knowledge	their invaluable experiences and knowledge in their respective fields such as engineering, medicine, and law can certainly be beneficial to the younger generation	high
the expertise of the senior workers who had retired should never be underestimated	it is highly recommended that the retiree come over to the companies or hospitals to have regular sessions with the present staffs to bridge the gap between them and to pass on their knowledge	high
people may not get a spiritual experience	pictures online are only limited to a screen size	high
most people nowadays prefer to use the internet to search for art work	the exhibits in museums or galleries are all life size and visitors can get a more direct felling	high
in order to help visitors to learn more about the exhibits, museums hold various activities which make visitors be part of what they are seeing	at american museum of natural history, you can make a bone-by-bone reproduction of the museum's stegosaurus	high
in order to help visitors to learn more about the exhibits, museums hold various activities which make visitors be part of what they are seeing	at museum of art in new york, you can look at 17th century instruments while listening to their music	high
seeing an art work on computer screen is not the same as you watch it by your own eyes	you can't see the texture of the artwork which is very important to study the skills used by the artist	high
some details might be dim	the resolution ratio of the screen is not high enough	high
