sentence1	sentence2	label
prospective audiences differ both in decoding ability and in potential interest .	the type of audience :	preparation
"what one must in translating seek to do is find the "" closest natural equivalent "" ."	"nida brings in the reminder that while there are no such things as "" identical equivalents "" in translating ,"	concession
f-e focuses attention on the message itself , in both form and content .	such translations then would be concerned with such correspondences as poetry to poetry , sentence to sentence , and concept to concept .	elaboration
the principles governing an f-e translation would then be :	prospective audiences differ both in decoding ability and in potential interest .	no_relation
but also at ensuring no misunderstanding of the translation .	life	no_relation
"to accept christ as my saviour . """	so he / she may understand the full implications of the message ;	no_relation
a brother from theodorus ' monastery stayed with pachomius in tabennese	while traveling	circumstance
theodorus became determined that his destiny lay with pachomius .	praying and weeping ,	circumstance
theodorus opted to follow the visiting monk ,	and his persistence ( and lack of obedience ) paid off .	evaluation
"theodorus lived an enviably ascetic life in the monastery , and took on the title of the "" brothers ' comforter "" ."	quickly becoming a favorite of pachomius ,	circumstance
theodorus asserted his influence openly	( which resulted in reprimands from pachomius )	result
and generally maintained himself as a prominent figure at tabennese for several years ,	despite never being given a position of power in the monastic hierarchy .	concession
and eventually appointed him steward of tabennese	after several new monasteries had been built .	circumstance
though recalled him from the position	after witnessing several monks under theodorus ' watch violating the monastic rules without reprimand .	cause
theodorus became a personal assistant to pachomius and remained relatively quiet for some years .	having failed to prove his governing ability and once more in a position no higher than when he had entered the monastery ,	cause
after theodorus had been assisting pachomius at tabennese for several years	following his demotion ,	circumstance
and several brothers pleaded with theodorus to assert himself as head of the koinonia	when the sickly man died .	condition
exiled the ambitious young man .	and upon hearing of theodorus ' decision ,	cause
pachomius forgave theodorus and allowed him to live among the brothers once more .	after living a life of constant weeping and prayer in solitude ,	circumstance
normalcy returned ,	though never again would pachomius fully trust his former protégé .	concession
problems soon arose in several pachomian monasteries that viewed horsiesios as a weak leader .	although it seems theodorus practiced complete submission to the new leader of the koinonia ,	concession
and theodorus rushed to tabennese	to placate the rebels .	purpose
soon after his arrival , theodorus was the new de facto leader ,	though he claimed to be only acting on behalf of horsiesios .	concession
for eighteen years theodorus administered from pachomius ' old headquarters in phbow ,	using techniques far more assertive than his predecessors , such as constantly shuffling the offices and locations of the most ambitious monks .	elaboration
within a few months his prediction came true ,	at which point theodorus predicted he would soon die .	preparation
within a few months his prediction came true ,	though never again would pachomius fully trust his former protégé .	no_relation
when the sickly man died .	and demanding a new leader ,	no_relation
exiled the ambitious young man .	early in life he denied the excesses of his parents , and at the age of fourteen joined a monastery in the diocese of sne , near the modern town of esna , egypt .	no_relation
retiring to the monastery of phbow ,	when the sickly man died .	no_relation
i was wearing a yellow linen dress which my mother had picked out and which i therefore disliked	although i knew it flattered me .	concession
my shoes were white	and i was concentrating on keeping them out of the mud .	elaboration
my mother did not go ;	she was protestant .	background
he did that often , and called me muscles .	when i was a little girl ,	circumstance
i wanted to push against his hand like a cat	i could not help arching my back a little ,	result
i wanted to feel the rough edge of the pocket of his coat against my cheek ,	but i was too tall .	concession
but i still wanted to push against his hand and put my hand in his pocket and steal the leather palmed glove , that secret animal .	i wanted to be seven again , and safe .	concession
i stole his glove .	and when i came back from communion	circumstance
and i took a deep breath of the leather .	the paper taste of the wafer was still in my mouth	circumstance
we walked back through the school	because it was drizzling ,	cause
there were two classes of each grade ,	starting at the sixth and going down to the first .	elaboration
and we went left through the gym , walked underneath the bleachers and stood next to the side door ,	waiting for the rain to stop .	purpose
my father was a young man , thirty-five , younger	because he liked to be outside , to play softball on saturday and to take my mother and me camping on vacation .	justify
i thought of bacon and eggs , toast with peach jam out of the jar .	i was so hungry .	cause
there were things in the shadows ;	a metal pail , a mop , rags .	elaboration
next to the door was a tall wrought-iron candle holder —	the kind that stood at either end of the altar .	elaboration
on the floor was a wrapper from a french chew .	they were sold at eighth-grade basketball games on friday nights .	background
the light from the door made the shadows under the bleachers darker ,	the long space stretched far away .	result
but kept my hand in my pocket ,	feeling the soft leather glove .	elaboration
i wondered if anyone ever went back under the bleachers , if there were crickets or mice there .	the rustling might have been mice .	justify
but they were too loud so i stopped .	i made noises with my heels	background
my father cleared his throat ,	looking out the door .	elaboration
but he pretended not to ,	at least he did n't turn his head .	justify
but he did n't turn his head .	i wished he would turn his head .	evaluation
and i was terrified that they would fling themselves through the glass and attack me ,	but it was only the rain on the eaves .	concession
and when i came back from communion	when i was a little girl ,	no_relation
but the instinct that comes with being thirteen , the half-understood caution that makes a girl timid , or wild , the shyness told me to just walk .	something else clicked	no_relation
because he liked to be outside , to play softball on saturday and to take my mother and me camping on vacation .	feeling the soft leather glove .	no_relation
my father cleared his throat ,	but you are so desperate for change that you tell yourself the mud at the edge of the sidewalk is different from winter mud	no_relation
my shoes were white	the inside of the church smelled like damp wood and furniture polish , not alive at all .	no_relation
there was no holder	and we went left through the gym , walked underneath the bleachers and stood next to the side door ,	no_relation
watching the glittering stream of mites that arc over half the sky — flying up to rewind their nanosprings in the stratospheric sunlight , flying down to make frankfurt run .	you never get tired of watching them .	evaluation
someone 's hung it up here —	a hundred meters of clean gray and green twentieth-century modernism , plucked up from the river main and suspended in the chilly air 2,360 meters up , between a lump of wooded parkland and a cluster of antique subway cars .	elaboration
and her yellow dress , flapping against her legs	as she climbs over the bridge 's rail .	circumstance
she 's beyond the rail now ,	hanging out over the mountain - high drop .	elaboration
thin translucent shadows move across her —	the shadows of the neosilk-and-nanotube filaments that hang the city from the hundreds of five-kilometer-high towers that encircle it .	elaboration
"311 cubic meters per resident "" —"	""" current personal squatright :"	preparation
you 're watching her lean out .	the wind whips her hair , ruffles the skirt around her knees .	elaboration
leaning over the edge into the angry swarm of mites , whirring and buzzing warnings and shoving you back like a million mosquito chaperones .	you remember your first trip to the upper levels :	preparation
everyone tries it once —	except that there are n't any mites around her .	concession
you clutch the railing .	hot , animal fear surges in your chest .	circumstance
then she lets go and falls .	you scream .	result
you swallow on a dry throat .	derya , of all people , hearing you scream !	cause
so the mites do n't see them	when they jump .	condition
she 's swept past the whalelike oval of the public pool on the 202nd , past the sloping mandala of the google of offices on the 164th .	at the 131st , below her , is the old stock exchange , hung upside-down now as a hipster den .	circumstance
she 's standing on one of the stock exchange 's upside-down overhangs .	when the cloud disperses ,	circumstance
""" they 're a huge drain on emergency preparedness ."	"ripple effects are causing project slowdowns ... """	evidence
""" freeloaders drive systemic evolution , "" you find yourself saying ."	""" do n't you quote the founders at me , "" derya snaps ."	background
the party 's over —	"it 's back to capitalist competition or state control . """	elaboration
you even talk to them ,	are you paying attention ? —	preparation
her broad-brimmed hat is still sailing on the wind .	the mites missed it .	cause
no mites .	you realize :	preparation
you walk through empty , miteless rooms ,	stepping around light fixtures .	elaboration
she leans in for the kiss .	eyes closing ,	circumstance
""" do n't you quote the founders at me , "" derya snaps ."	she 's standing on one of the stock exchange 's upside-down overhangs .	no_relation
you realize :	at the 131st , below her , is the old stock exchange , hung upside-down now as a hipster den .	no_relation
except that there are n't any mites around her .	you 'll be defriended by every one of your tribes .	no_relation
you realize :	hanging out over the mountain - high drop .	no_relation
she 's a strawberry blonde , slim ,	""" frankfurt 's current population is stable at 53 million "" —"	no_relation
they disappeared immediately ,	drunk down into the mineral silence .	cause
everyone knew , beyond belief or necessity that the time had come .	and with it , the rain .	result
heavy oily drops bounced from leaf to grass to dusty ground ,	gathering in stems and folds on the way .	elaboration
yet still the sky was a hard polished blue with not a cloud in sight .	still the garden held its breath .	elaboration
a spattering of drops plucked memories from deep in the roots ,	shivering through shoots and tendrils , humus and stone .	elaboration
pools erupted and overflowed along the edges of the lawn ,	cascading around the raspberry canes and over the flower beds .	elaboration
earthworms rose up from the water-laden earth where they could no longer breath and wriggled and struggled fro air on the surface ,	writhing and swimming for a safe haven .	elaboration
we leant over to watch them fraying and frolicking under the choppy surface .	and when we felt the fish , some as big as logs , some as small as leaves , nibble at our feet ,	circumstance
we gazed out at the river that the street had become .	as we slammed the kitchen door shut and retreated to the front room	circumstance
we splashed our way to the staircase and then up	as it nipped at our heels .	circumstance
and hauling themselves up ,	to fall backwards into the crest of the oncoming waves .	purpose
they sang ,	their voices born on the winds and the salt and the rain ,	elaboration
tantalising ,	their seaweed locks just out of reach .	justify
still singing , he is coming , he is coming ,	until their voices were lost in the noise of the rain and the water .	circumstance
we pulled off wet socks and shoes ,	letting them float away on the tide ,	elaboration
and the wake engulfed the creaking , cracking house .	before the great worm turned	cause
and flecked with white	where the sea-horses galloped .	circumstance
making way for the gnarled head of a whale ,	spouting water high against the clouds	elaboration
it was a galleon with masts like a dead man 's fingers ,	tarred timbers groaning	elaboration
and a mermaid sat on the bow	as he ship dipped and passed .	circumstance
prising us from the whale 's speckled back and down into the sea ,	and just as the wash hit us ,	cause
the singing sailors hauled us aboard	chanting , he 's a coming - ha ! he 's a coming - ha !	elaboration
we heard a fearsome creaking and cracking	making way for the gnarled head of a whale ,	no_relation
we waved and called ,	before climbing each step and lapping against the planks we were sitting on , a wooden raft surrounded by angry water and martial beat drum , drum , drumming on the roof above .	no_relation
it would not be long now .	and blowing ,	no_relation
and the wake engulfed the creaking , cracking house .	they disappeared immediately ,	no_relation
and the wake engulfed the creaking , cracking house .	and we fell onto the deck like fish bursting from a net .	no_relation
i had buried my husband in a lead box sunk into the mud of the bottom of the river ,	where all the riverboatmen lie .	elaboration
and after the war , i had buried my children , all four , in white linen shrouds in the new graveyards plowed into what used to be our farmland :	all the land stretching from the river delta to the hills .	elaboration
she never looked back at me —	poverty and failure and political disrepute being all , these days , contagious and synonymous .	cause
and the old men had been taken away , they told us ,	to learn important new things and to come back when they were ready to contribute fully .	purpose
that i first heard of the valley of giants .	and it was in a grandmother bar by the waterfront — sipping hot tea with rum and watching over the shoulders of dockworkers playing mah-jongg —	antithesis
""" we live in the modern era ! "" she cried ."	""" you should be ashamed of yourself ! """	elaboration
they were laughing at the chemist as well as at the traveler .	to find anyone still proud , anyone who believed in giants or shame , was hilarious .	cause
the air of the bar was acrid with triumph .	finding someone even more vulnerable and foolish than we were , after everything had been taken from us — that was a delight .	cause
she smelled like honey that has been kept a while in a dark room , a little fermented .	a heady smell .	elaboration
and the traveler and her pack were gone .	in the morning , brilliant sunlight scoured the walls and the floor ,	circumstance
my house had survived the war with all its brown clay walls intact ,	though the garden and the courtyard were a heap of blackened rubble .	concession
i sat in the shadow in my living room for a while ,	looking at the amorphous mass of the blanket i had been crocheting .	elaboration
she would play in my courtyard in the after-noons .	and when she was a child ,	circumstance
she refused to cry .	when she scraped her knees bloody on the stones ,	circumstance
she would cry from frustration	when the older children could do something that she could n't — like tie knots , or catch a chicken .	circumstance
all the land stretching from the river delta to the hills .	where all the riverboatmen lie .	no_relation
and the traveler and her pack were gone .	finding someone even more vulnerable and foolish than we were , after everything had been taken from us — that was a delight .	no_relation
to find anyone still proud , anyone who believed in giants or shame , was hilarious .	she refused to cry .	no_relation
my father 's actions were largely incomprehensible to me ,	guided by his own secret and labyrinthine calculations .	justify
as it usually did	when my father was expected home from his travels ,	condition
"we heard the children shouting : "" a yellow man ! """	but before we saw them	circumstance
at first i thought the children meant my father , whose golden skin , the color of the night-monkey 's pelt , was a rarity in the islands ;	but certainly the children of tyom were familiar with my father , and would never have greeted a council-member with such ill-mannered yells .	evaluation
but at the time i felt certain he had returned with his sack of tree-cuttings .	i have since learned that that doctor wrote a well-received treatise , on the medicinal properties of the juice of the young coconut , and died a respected man in his native city of deinivel ;	concession
a chain of riders weaving among the trees .	my father 's plaited umbrella appeared , his still , imposing figure , and beside him another man , tall and lean , astride an island mule .	elaboration
so that they advanced like a festival ,	the hectic screams of the children preceded the company into the village ,	cause
he had silver hair , worn cropped close to the skull	so that it resembled a cap .	evaluation
"i heard my mother whispering : "" protect us , god with the black-and-white tail , from that which is not of this earth . """	as he dismounted in front of the house	circumstance
my father dismounted from his mule and strutted toward us ,	grinning .	elaboration
then we stood ,	unable to keep from staring at the stranger , who faced us awkwardly , half-smiling , taller than any man there .	circumstance
i saw that my father 's face was shining with pride ,	chapter two : master lunre	no_relation
jom , grown taller and broad in the shoulders , moaned gently to himself ,	at first i thought the children meant my father , whose golden skin , the color of the night-monkey 's pelt , was a rarity in the islands ;	no_relation
to show her bare arm ,	the skin summer brown and the muscle swelling slightly into smooth biceps , flawless .	elaboration
"you ca n't even tell . """	and see ,	preparation
everything is white and hospital-like	but there 's no examining couch .	concession
my mother is bewildered ,	her face turned up towards me .	elaboration
she wants to understand ,	i can see that .	justify
""" it 's an implant that will let them know where you are , and how you are ."	"it wo n't hurt . """	motivation
in the time it takes me to explain she grasps and loses the words , grasps and loses phrases	as they go past .	circumstance
and finally submits uncomprehendingly .	we have worn her down .	evaluation
the doctor bares my mother 's arm ,	where the crepey flesh hangs loosely on the bones .	elaboration
"the doctor swabs her upper arm with antiseptic and says , "" i 'm going to give you something to numb it , okay ? """	"to me the doctor says in her normal voice , "" it 's just a little lidocaine . """	concession
i do n't like the doctor ,	but i do n't know why .	concession
she looks up at me , at renata .	we are smiling , both of us .	circumstance
i have no idea .	what is okay ?	preparation
""" not yet , "" i say ."	""" they 're going to give you an injection . """	cause
""" they 're going to implant a chip ."	"it will help them take care of you . """	purpose
i try to say it every time as if it was the first time i said it .	i do n't want to embarrass her .	cause
""" it 's okay , gram , "" renata says ."	her head swings around , from renata to me to the doctor and then back to renata .	circumstance
because renata was there	and we were united , she and i .	elaboration
so that 's a good memory .	i come back to it a lot .	result
in the background , shining , is renata , who is young and healthy and good ,	raising her arm to show her grandmother that the chip is nothing , nothing at all .	elaboration
it 's thinking about renata that keeps me awake .	although when the dreams wake me up ,	condition
and not stopping to pick it up	although it was wandering in an empty parking lot near a busy road .	concession
and it does n't take freud to figure out what that meant .	that was the first night renata did n't come home	circumstance
and i had to kill her before something worse happened .	there was some horrible fate impending for sonia	background
she trusts me ,	she 's more my dog than anyone 's ,	cause
but for me she lay there .	and she did n't like it	concession
by looking at her ,	the way you can sometimes will a dog into submission .	background
she looks at me and then at renata , who is smiling ,	she wants to understand ,	no_relation
""" it 's okay , mom , "" i say ."	"in my dream i told her , "" stay , sonia . stay . """	no_relation
but there 's no examining couch .	and see ,	no_relation
""" they 're going to give you an injection . """	""" it 's okay , mom , "" i say ."	no_relation
but for me she lay there .	and it does n't take freud to figure out what that meant .	no_relation
she looks at me and then at renata , who is smiling ,	oversite	no_relation
it 's not real .	"it 's just a dream . """	elaboration
it did n't start out here .	not with the scramblers or rorschach , not with big ben or theseus or the vampires .	elaboration
but they 'd be wrong .	most people would say it started with the fireflies ,	antithesis
his parents had never had him optimized .	those few twencen relics who still believed in god also held that one should n't try to improve upon his handiwork .	cause
only one of us had been .	so although both of us could have been repaired ,	antithesis
the others making do with taunts of mongrel and polly	while waiting their turn .	circumstance
he was scared that his attackers might think those hands were coming up to hit back , that they 'd read it as an act of defiance and hurt him even more .	i could see into his head better than i could see into my own ;	preparation
i had n't seen much of pag lately .	i was pretty sure he 'd been avoiding me .	evaluation
even if the odds are impossible	— and how many eight-year-olds would go up against six bigger kids for a sandbox buddy ? —	justify
i should at least have empathized .	even if he had n't been my best friend ,	condition
my seizures tended to keep the other kids at a distance , scared them even	as they incapacitated me .	circumstance
i was no stranger to the taunts and insults , or the foot that appears from nowhere to trip you up en route from a to b .	i knew how that felt .	restatement
but that part of me had been cut out along with the bad wiring .	i was still working up the algorithms to get it back , still learning by observation .	result
pack animals always tear apart the weaklings in their midst .	every child knows that much instinctively .	justify
maybe i should just let that process unfold ,	maybe i should n't try to mess with nature .	motivation
and look what it got them : a son curled up in the dirt while a bunch of engineered superboys kicked in his ribs .	then again , pag 's parents had n't messed with nature ,	cause
and what i remembered was a thousand inspirational stories lauding anyone who ever stuck up for the underdog .	back then i did n't so much think as observe , did n't deduce so much as remember —	background
so i picked up a rock the size of my fist and hit two of pag 's assailants across the backs of their heads	before anyone even knew i was in the game .	circumstance
a third , turning to face the new threat , took a blow to the face that audibly crunched the bones of his cheek .	i remember wondering why i did n't take any satisfaction from that sound , why it meant nothing beyond the fact i had one less opponent to worry about .	result
"one of the braver promised me i was dead , shouted "" fucking zombie ! "" over his shoulder"	as he disappeared around the corner .	circumstance
i kicked one in the head	until it stopped moving ,	circumstance
and i swung without thinking , without looking	until pag yelped and ducked out of reach .	circumstance
""" you all right ? """	i thought of something to say .	preparation
he wiped his mouth .	blood smeared the back of his hand .	result
""" oh man are we in trouble . """	""" they started it . """	evaluation
i wondered if i should kill it before then .	i wondered how long it would be before it found reinforcements .	cause
""" you 'd a never done that before , "" pag said ."	before the operation , he meant .	background
i felt angry .	i actually did feel something then — faint , distant , but unmistakable .	preparation
"put that down ! """	""" what are you doing ?"	solutionhood
i 'd raised my fists .	i did n't remember doing that .	concession
it took a while .	i had to look at my hands very hard for a long , long time .	cause
""" i was trying to help . """	i did n't understand why he could n't see that .	evaluation
""" you 're , you 're not the same , "" pag said from a safe distance ."	""" you 're not even siri any more . """	elaboration
""" i know for the epilepsy !"	you think i do n't know ?	justify
but you were in that half —	"or , like , part of you was ... """	concession
"it 's like , your mom and dad murdered you — """	""" and now you 're different ."	result
you 're not the same .	ever since .	circumstance
""" you 'd a never done that before , "" pag said ."	— ted bundy	no_relation
i felt angry .	it 's not real .	no_relation
i watched him raise his arms , almost hesitantly , to ward off the worst of the blows .	""" you 're , you 're not the same , "" pag said from a safe distance ."	no_relation
i knew how that felt .	""" what are you doing ?"	no_relation
as he disappeared around the corner .	i was pretty sure he 'd been avoiding me .	no_relation
until pag yelped and ducked out of reach .	his parents had never had him optimized .	no_relation
i unclenched them .	the other moaned and held its head and curled up in a ball .	no_relation
still , when your best friend 's in trouble you help out , right ?	i watched him raise his arms , almost hesitantly , to ward off the worst of the blows .	no_relation
even if he had n't been my best friend ,	i was no stranger to the taunts and insults , or the foot that appears from nowhere to trip you up en route from a to b .	no_relation
stranger things happen -	water off a black dog 's back	elaboration
rachel rook took carroll home	to meet her parents	purpose
he had spent the afternoon preparing for this visit as carefully	as if he were preparing for an exam .	elaboration
gazing at her	as if she were a mirror .	elaboration
""" my father will like you , "" she said ."	""" but he likes everyone ."	concession
"she thinks that you lack a serious nature . """	my mother 's more particular --	preparation
carroll put on his pants ,	admiring the crease .	circumstance
""" but you have n't talked about her to me . """	""" no . """	restatement
""" are you ashamed of her ? """	rachel snorted .	evaluation
then she sighed in a way that seemed to suggest she was regretting her decision to take him home .	""" you 're ashamed of me , "" he guessed ,"	evaluation
rachel still lived on her parents ' farm , which made it all the more remarkable that she had kept carroll and her parents apart for so long .	it suggested a talent for daily organization that filled carroll 's heart with admiration and lust .	evaluation
he sat at the checkout desk ,	stamping books and reading tristram shandy for a graduate class ;	elaboration
"when someone said , "" excuse me . """	he was almost asleep	circumstance
the sunlight turned her hair to fire	and carroll found it difficult to look directly at her .	result
"did your dog eat it ? "" he said ,"	making a joke .	evaluation
""" i need to pay for a damaged book , "" she said ."	stamping books and reading tristram shandy for a graduate class ;	no_relation
carroll put on his pants ,	""" why ? """	no_relation
two months after she first slept with him .	then she sighed in a way that seemed to suggest she was regretting her decision to take him home .	no_relation
pete was leaning against the wall ,	watching the street go by .	elaboration
i pulled the bike to a halt ,	the front wheel pointing in his direction .	elaboration
""" i think i 've got a fairy stuck up my nose . """	""" s' not true ! "" came a voice from inside the nose in question ."	evaluation
""" hey ! not bad that ! "" pete said ."	""" i did n't see your lips move at all . """	justify
i pulled out a paper tissue .	the itching was getting worse .	cause
""" stop that now ! "" came the voice again ."	""" you know i do n't like it . """	motivation
""" s' not my fault ."	"you make me want to sneeze ! """	justify
lots of yellow goo , but no fairy .	i inspected the crumpled paper .	preparation
""" you know that 's pretty gross … "" he said ."	""" got any other brilliant remarks ? "" i said ."	evaluation
""" no thanks to you ! "" came the little voice ."	""" are you still there ? "" i called ."	solutionhood
i 've really got something stuck up there .	""" it 's not a joke ."	preparation
and i thought i 'd swallowed an insect or something .	i was riding on me bike	circumstance
"how do i do it then ? """	if it 's a trick ,	condition
are n't they supposed to have a pot of gold or something ?	""" if it 's real …"	condition
and they have to tell you where it is	"if you catch them ? """	condition
just give us the gold	"and we 'll let you go … """	motivation
he winked at me .	""" we — ? "" i started ."	solutionhood
""" perhaps you can use it in exams … "" pete said ,"	scratching his head .	circumstance
""" perhaps i do n't know the answers anyway ? "" said the voice ."	""" have you thought of that ? """	justify
i just want it to go .	"out of my nose . """	elaboration
""" s'pose you 've already tried your finger … """	""" with what ? """	solutionhood
""" yes he has , "" the voice said ."	""" and it was n't pleasant i can tell you . """	evaluation
""" you see what it 's like ."	"he 's already making sarcastic remarks like that … """	elaboration
"a spider ? """	i do n't know …	preparation
""" you both said the same thing at the same time ,"	""" snap ! "" pete said ."	preparation
you get three wishes .	when you catch a fairy ,	condition
"is that right ? """	hey you in there !	preparation
something a little lighter this week ,	i hope you enjoy it .	evaluation
i realised that the idea must have been inspired by the title of justine larbalestier 's how to ditch your fairy ,	although it has nothing at all to do with that story at all .	concession
and there are some quite sombre tales coming up in the coming weeks .	see you then .	elaboration
""" oh , i 'm happy to stick around , "" came the voice ."	"you make me want to sneeze ! """	no_relation
i pulled out a paper tissue .	""" s' not my fault ."	no_relation
""" anyway , i do n't want it in exams ."	pete was leaning against the wall ,	no_relation
""" snap ! "" pete said ."	""" anyway , i do n't want it in exams ."	no_relation
""" oh , i 'm happy to stick around , "" came the voice ."	""" hey ! not bad that ! "" pete said ."	no_relation
i pulled out a paper tissue .	""" ca n't you just poke it out ? """	no_relation
and waved a hand	""" i think i 've got a fairy stuck up my nose . """	no_relation
it was pretty much the first thing he told us	when , as first years , we were all bunched together in the unfamiliar dusty classroom .	circumstance
we saw that this was not an idle remark .	when , a couple of weeks later we were invited over to his house	circumstance
the instruments were locked away in glass cabinets	and only his parents had the key .	elaboration
""" they do n't exactly encourage my interest , "" he shrugged ."	""" they sort of tolerate it ."	elaboration
but the spikes and saws and drillheads remained — tantalisingly — out of reach .	of course , we tried to pick the locks ,	concession
why should it bother us ?	and if steven did n't see it as weird , or no weirder than andy showing us his eastern-block beer caps all laid out neatly on cork boards with little hand-written labels ,	justify
and that was the glue that held us together .	the bunch that no one picked for their side at football or hockey ,	cause
it took a few days good brushing to get it off .	well , most of it anyway .	concession
it was just as inevitable that a few minutes later , steven would be mixing up various powders and liquids , and pouring them into a horse-shoe shaped contraption .	it was inevitable that one of us , seeing the plaster casts on the shelf by steven 's bed would ask how they were done .	background
it was n't dangerous .	at least , i suppose so .	concession
and appeared sufficiently disturbing that we all volunteered each other in turn	until , at last , andy said he was game .	circumstance
things generally got better	when steven reminded you that you could actually breathe , and swallow , normally .	circumstance
he watched the second hand trotting round the dial of his watch	mouthing the quarters ,	elaboration
before poking the setting goo	to check its consistency .	purpose
you tried to prise your jaws apart .	then , when he gave you the nod ,	condition
you thought it would never come off ,	as the seal around your gums and teeth was pretty solid ,	cause
steven jiggled the handle that stuck out beyond your front teeth like some metallic duck 's bill ,	turning and twisting it most professionally and murmuring encouragements .	elaboration
by using a bright blue putty	to build up the form of the jaw ,	purpose
it get even less exciting	when he said we 'd have to wait an hour while the plaster set real solid .	justify
we were all perfectly happy with the result ,	even wanting one as a trophy	elaboration
until steven passed an expert eye over them ,	pointing out here a gap , here a filling , and there a completely misaligned incisor .	elaboration
it did n't matter .	we were all friends , a group bonded by the common experience of being able to see our teeth on steven 's shelf .	justify
it was just as inevitable that a few minutes later , steven would be mixing up various powders and liquids , and pouring them into a horse-shoe shaped contraption .	until steven passed an expert eye over them ,	no_relation
pointing out here a gap , here a filling , and there a completely misaligned incisor .	why should it bother us ?	no_relation
where we had shelves of plastic dinosaurs and superhero figurines from cornflake boxes ,	the hardest part was probably to overcome the gagging reflex that set in when you bit down into the acrid resin jelly and it flowed out and up and around , over teeth , gums and tongue .	no_relation
the instruments were locked away in glass cabinets	and that was the glue that held us together .	no_relation
steven wanted to be a dentist .	and if steven did n't see it as weird , or no weirder than andy showing us his eastern-block beer caps all laid out neatly on cork boards with little hand-written labels ,	no_relation
the chemical wedding by christian rosencreutz	a romance in eight days by johann valentin andreae in a new version by john crowley illustrated by theo fadel	elaboration
it 's not ;	most versions in english are called the chemical wedding of christian rosencreutz , which suggests ( and most people who 've heard of it suppose ) that the wedding is christian 's .	antithesis
the actual author is johann valentin andreae , whose name did n't appear on the book originally ,	thus ensuring the confusion .	result
it 's possible that the chemical wedding is now more enjoyable without knowing that context , and experiencing the book unmediated .	though its original readers would have had a certain amount of context for the truly bizarre and surprising events it tells of ,	concession
a little book published in 1934 by the surrealist artist max ernst called une semaine de bonté .	it was made entirely of collaged illustrations cut out of old books	elaboration
i 'd said my prayers ,	talking a long time as usual with my maker and thinking about some of the great mysteries the father of lights had revealed to me .	elaboration
but i 'd seen the devil do things as bad as this before	( the devil had often tried to harm me ) ,	justify
till i felt somebody touch me on the back .	this frightened me so that i did n't dare turn .	result
it can be seen as an allegory of christ 's death and resurrection ,	though this idea produces some puzzles .	concession
i was awake and lying in bed next morning ,	looking idly at the wonderful images and inscriptions all around my room ,	elaboration
when suddenly i heard the sound of trumpets ,	as if a procession were already underway .	evaluation
my page jumped out of bed as if crazed ,	looking more dead than alive ,	elaboration
""" they 're already being presented to the king ! """	and you can imagine how i felt when he cried ,	preparation
he soon came back and gave me the good news that i actually had n't overslept ;	all i 'd done was miss breakfast :	elaboration
i followed him to the garden i have already told about .	and as soon as i had got into my habit ,	circumstance
i could tell that it had been taken from those ancient monuments i 'd seen and put here for some special reason .	examining this ,	circumstance
so i should set it down here as it was then , and ask my readers to ponder it :	the inscription on it was fading away ,	justify
i flow having by god 's counsel and with the help of art become a healing balm .	now after humankind has suffered so much harm here	circumstance
drink from me	if you can ;	condition
wash ,	if you like ;	condition
trouble my waters	if you dare .	condition
i found that the lion , in place of his sword , now held a rather large plaque .	i 'd said my prayers ,	no_relation
i could only groan in frustration and curse my lazy bones .	drink	no_relation
the first day	all i 'd done was miss breakfast :	no_relation
drink from me	drink , brethren !	no_relation
small beer press easthampton , mass .	till i felt somebody touch me on the back .	no_relation
formica fusca , from file .	image : mathias krumbholz .	elaboration
in a recently-accepted evolution paper bos and colleagues describe ants appearing to self-medicate .	"nick bos , of the university of helsinki , studies "" the amazing adaptations social insects have evolved in order to fight the extreme parasite pressure they experience "" ."	background
hydrogen peroxide reduced infected ant fatalities by 15 % ,	and the ants varied their intake depending upon how high the peroxide concentration was .	elaboration
he also runs the antyscience blog .	"the blog aims to help address "" a gap between scientists and ' the general public ' . """	elaboration
beauveria bassiana on a cicada in bolivia .	image : danny newman .	elaboration
and i could just look at them for hours , watching them go about .	we had the ants in an observation nest ,	circumstance
and decided to write a couple of professors .	after a while i needed to start thinking about an internship for my m.sc. studies ,	cause
i try to work on a very low budget , and like to build most of the experimental setups myself	( we actually have equipment in the lab nicknamed the ' nickinator ' , ' i-nick ' and the ' nicktendo64 ' ) .	evidence
so i try to cut the costs wherever possible .	there 's not that much money in fundamental science at the moment ,	cause
we then housed the ants in nests i made using y-tong [ aerated concrete ] .	it 's very soft stone that you can easily carve .	elaboration
example of aerated concrete , which provided a home for the subjects .	image : marco bernardini .	elaboration
( as you have to ' force feed ' the ros ,	as healthy ants , when given the choice , ignore that food-source . )	cause
we measured the ros-concentration in the bodies of ants after they ingested the food with the medicine using a spectrophotometer .	by adding certain chemicals , the ros can be measured using the emission of light of a certain wave-length .	background
so it 's impossible to influence the results with ' observer bias ' .	this means the experimenter does n't know which ants belong to which treatment ,	justify
it is hard to extrapolate to other ants ,	as different species lead very different lives .	justify
after a while i needed to start thinking about an internship for my m.sc. studies ,	image : marco bernardini .	no_relation
and counted how many ants were present on each food-source .	( we actually have equipment in the lab nicknamed the ' nickinator ' , ' i-nick ' and the ' nicktendo64 ' ) .	no_relation
the detrimental effect of ros on spores was easy to measure .	for this we basically put colonies on a diet of either food with medicine or without for a while .	no_relation
