sentence1	sentence2	label
pictures can influence the way people think	statistics show a slight reduction in the number of smokers, indicating that they realize the effects of the negative habit	high
governments should spend money on keeping and preserving these things for the rich diversity of cultures which make our world more interesting	it helps people distinguish between nations and even regions in a country	low
there are some drawbacks from saving minority languages	there are a few people, particularly the youngsters, do not pay attention on collecting and studying those	low
there are some drawbacks from saving minority languages	the preservations need a long time to gather, restore all information as well as train in the educational centre	low
art, to some extent, serve a valuable function about enriching one's daily lives	it could bring release one's heavy burden of study pressure and refresh human bodies through a hard day from work	low
such people might fail to get cured in time, thus influencing their working efficiency, which would destabilize the production of the industry	if citizens had no access to health care and education, their physical health and psychological soundness would be at risk	low
the government should be accountable for citizens' health care and education to keep society safe and stable	such people might fail to get cured in time, thus influencing their working efficiency, which would destabilize the production of the industry	low
it is a waste of public money for the government to subsidize health care and education of each citizen in society	a great number of people, in fact, have had the capacity to pay for the both privately	low
zoo is a good alternative choice for protecting animals	thanks to the considerate care, the diversity of wild animal could be guaranteed	low
when children pay a visit to the zoos, they still could observe the eating behavior or leisure activities among animals, which would definitely enrich their knowledge associated with different animals	in the zoos, even though wild animals are caged, they have capability to walk in a limited area	low
zoos afford a platform to education teenagers, helping to establish eco-friendly behavior towards animals	children could acquire the information regarding how to protect wild animals according to guided tour or volunteers	low
complained about the drawbacks of zoos are often heard	being caged in the zoos for long render wildlife lost the ability to survive in nature where is full of cruel competition among various animals	low
the economic development and environmental protection can be conflicting	some countries may place economic developments ahead of environmental protection, thus ruining the local environments	low
they have to rely on natural resources to maintain their living standards	these needy countries lack adequate financial and human resources, advanced technologies and experience	high
unchecked and reckless uses of the local raw materials may happen, which can put a strain on the natural resources	people in the poverty-stricken areas are not likely to be equipped with knowledge to preserve the ecosystems	low
the economic development and environmental protection can be conflicting	unchecked and reckless uses of the local raw materials may happen, which can put a strain on the natural resources	low
the economic development and environmental protection can be conflicting	they have to rely on natural resources to maintain their living standards	low
the booming economy can be closely linked to the preservation of the environment	with people raising their awareness of the green economy, the products free of pollutants are increasingly prevalent among clients, which means eco-friendly businesses can make a favorable impression on customers today, triggering sales	high
taking environmental consequences seriously can enhance working efficiencies	without the requirement of environmental preservation, the firm would still consume a vast amount of energy which constitutes a large part of its operational costs, being a hurdle to the economic development	low
public services and facilities should be given adequate attention by the authorities to maintain social stability	public services such as education system or medical care can meet people's basic demand of survival, security and knowledge, thus making them feel comfortable, which can lower the crime rate	high
arts should by no means been disregarded by the government	arts can enrich people's cultural lives	low
they require various entertainment such as music, movies or books to them ease their minds and release pressure	currently, people are increasingly occupied with their work and studies due to the stiff competition	low
arts should by no means been disregarded by the government	they require various entertainment such as music, movies or books to them ease their minds and release pressure	low
funding arts is beneficial to the local cultural and economic development	cultural heritage constitutes an essential part of arts	low
funding arts is beneficial to the local cultural and economic development	preserving local arts may promote the preservation of the local cultural heritage, which not only helps the local people have a sense of belonging but also contributes to the booming local tourism industry	high
funding arts is beneficial to the local cultural and economic development	arts serve cultural and economic purposes	low
many zoos, especially the ones in developing countries, do not provide care and attention which their animals require	the animals are often undernourished and do not have sufficient quality and quantity of medical treatment	high
keeping animals in captivity is wrong	sometimes animals from hot countries have to survive in the cold winter of somewhere in europe	low
zoos provide the public with good entertainment and also help to ensure the balance of the ecology	zoos provide educational information about the lives of different animals to the public	low
without any limitations, there will be more awe inspiring work from our artists	when they are given the opportunity to express themselves, most artists will think out of the box and come up with spectacular arts such as paintings or movies	low
human rights is violated if artists are not allowed to express their feelings freely	today, many countries make numerous efforts to show that they are democratic countries	low
arts is one of the ways that can be used to criticise social problems and government policies in a particular country	the famous movie '3 idiots' acted by amir khan criticises the education system which is chiefly based on memorising and not being able to apply whatever the students learn	high
human rights is violated if artists are not allowed to express their feelings freely	arts is one of the ways that can be used to criticise social problems and government policies in a particular country	low
in case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society	they might go deeper into certain aspects that can cause controversies in a country	low
in case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society	malaysia is a multiracial country whereby all the citizens live together in harmony and peace	low
allowing them to think freely will give them an opportunity to express themselves	ideas can naturally flow when there are no limitations	low
there are many wonderful and beautiful arts due to the freedom to express ideas	allowing them to think freely will give them an opportunity to express themselves	low
they can compare them and then have a better decision in choosing their internet or mobile phone plans	customers of telecommunication services will have an idea about the current offers of different companies	low
to consumers, advertising can bring them many benefits	they can compare them and then have a better decision in choosing their internet or mobile phone plans	high
some people have argued against advertising due to its negative impacts	a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses, this is generally known as spam, and causes discomfort or even annoyance to many people	high
some people have argued against advertising due to its negative impacts	advertising is believed by many, a financial burden to businesses	low
pursuit of nuclear technology one way or the other leads towards atomic weapons	last century has witnessed the horrors of such weapons	low
even civil usages of atomic power pose a dire threat of radio activity	recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area	high
if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive	the mobile phones can also be used to make calls with the companies in which they would like to work with	high
the public's money is spent worthlessly	some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones	high
by having cctv cameras at workplace, crimes such as robbery can be trimmed down	when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced	high
cctvs must be put in all workplace so that crime rates can be minimized	by having cctv cameras at workplace, crimes such as robbery can be trimmed down	low
these cameras can help to provide some form of protection to the workers against the customers	the installation of cctv cameras may help the employees escape this situation	low
this is chiefly to shield oneself from being harmed by any intruders or robbers	privacies are lost with the use of these cameras	low
it is a good idea for children to past their first earlier life in the cities	education is better in big cities in comparison with countrysides	low
children who live in cities have a lot of entertainment	playgrounds, parks, science museums, cinemas etc	high
children who live in cities have a lot of entertainment	in countrysides we hardly ever see creational facilities	low
children who live in cities have a lot of entertainment	children who live in countrysides most of the time pass their free time in farms	low
they can learn a lot of things by watching television and surfing through the net	in big cities children access to media easily	low
they can exchange their knowledge, they can learn different cultures	via internet they can have connection with the other children all around the world	low
there are a large number of opportunities in privat works that you cannot find them when you work for the others	in your job you can be boss of yourself; however, in the other jobs someone else are your boss	low
there are some authorities in privat jobs that workers are always looking for them while they are working for the others	sometimes some occasions happen to people for example a disease, sticking in a traffic jam and sometime going on a vacation	low
when people face with a failure they can learn a large number of things from that failure, therefore in the next effort they try to avoid doing and repeating that mistakes	most of inventors in the first phases of their job face with some problems and defeats, but in the next stages they learn how to deal with problems	low
experience shows while people doing a job constantly, they become more experienced in that subject, so in the final effort they become successful with the high percentile	scientists experiment a substance for a long time, after they gain lots of experience and knowledge about that subject they decide to make it final	low
farmlands are vital for human life	we need farmland to grow crops such as wheat and corn, and there is no doubt that without food people cannot alive for more than some weeks	high
they do not need so much land that people need	the population of endangered animals are less than people's population	low
we have to be aware to never judge with their appearance	there are people who play a role and cheat the other individuals with their playing	low
there are some people who are black skin, fat and frown, nonetheless they might be a great person for leaving and colleague	i had to never judge with people's appearance	low
if people are equipped with a single international language, they can tell each other smoothly about their countries' specific cultures such as the traditional customs or the modern lifestyles, which enables people to expand their outlooks, viewing the world in new angles	when people travel to foreign countries, the local people can introduce the tourist attractions to such people with the command of the universal language, helping foreign visitors have an enjoyable exotic experience	high
a universal language is an integral part of cultural communication and interactions	if people are equipped with a single international language, they can tell each other smoothly about their countries' specific cultures such as the traditional customs or the modern lifestyles, which enables people to expand their outlooks, viewing the world in new angles	high
following fashion trends enables people to keep up with the world's latest transformations, which is of vital importance if we consider the fact that people are living in a global village today	they might fall behind shortly	low
the world would look monotonous	following fashion trends constantly may undermine individuals' personalities	low
the world would look monotonous	individuals purchase their clothes according to the latest fashion trends, which may result in the phenomenon that people would wear the same style of clothes	high
it is inhumane to watch one's fellowman struggle against famine and poverty without doing anything to help, especially when the onlooker takes no effort to do so	compassion, a virtue preached in almost all religions from buddhism to mohammedanism, is what distinguishes us human beings from animals	high
the potential market in those poor countries, most of which has a huge population, is also a thing worth mentioning	by building a good relationship with them, wealthy nations can not only broaden their global market, but also facilitate future international commerce	high
health education will help people to have right choices of treatment to recover more quickly	health education will prepare for people especially children necessary knowledge to protect themselves from risks of diseases	low
health education will help people to have right choices of treatment to recover more quickly	many diseases which may be cured easily can turn to serious ones if we do not have right treatment	low
preventative measures will help improve general health state of all citizens	vaccines will guarantee that pregnant women and their babies are protected from serious infectious diseases such as flu, smallpox, rubella so on	high
investing money to enhance the general health state is a totally right decision	preventative measures will help improve general health state of all citizens	low
the popularity of news media is beneficial to human beings	people can sit in front of their televisions and watch whatever they want, from musical concerts to live football match	low
the progress of news media is an advantageous development	it enriches people's knowledge with worldwide information	low
knowing their background very well will enable the juries to analyze the crime before coming up with a judgment	take a person who has not murdered anyone but is suddenly found to be guilty	low
knowing their background very well will enable the juries to analyze the crime before coming up with a judgment	the juries will be able to know weather the individual committed the crime intentionally or due to circumstances by knowing the facts about the person	low
it would be easier for the juries to make a decision if they know about the past information about the criminal	knowing their background very well will enable the juries to analyze the crime before coming up with a judgment	low
there are many good opportunities for discovering different cultures	a large number of people will gather in the host city for sport events	high
sport events with the spirit of healthiness, honesty and fairness can help strengthen understanding, friendship and solidarity among nations	after sharing competitive but interesting moments in each competition, the competitors often shake hands friendly and congratulate the winners, which can lead to an improvement in the relationships among nations	high
sport events help to wake up love and responsibilities strongly in each citizen	sporting occasions play an essential role in raising patriotic emotions in both athletes and spectators	low
sport events help to wake up love and responsibilities strongly in each citizen	seeing national flags be honored may be the most emotional moments to each athlete	high
when witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	when vietnam became the champion of seagames for the first time in 2008, a festival atmosphere permeated into the streets	high
when witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	people from all ages turned out to the streets with flags, banners and they sang aloud songs of ho chi minh president	high
when witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	the eager atmosphere lasted many next days	high
some hooligans were so excited that they took part in motor racing or using fireworks illegally	the hooligans only took a minority of people	high
when witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness	some hooligans were so excited that they took part in motor racing or using fireworks illegally	high
they are likely to understand their parents' hardship, to respect values of money and to form a good habit of saving	children can learn about the hardship of earning money	high
when children take jobs, they tend to be more responsible	whether they can earn money or not will depend on their effectiveness and attitudes in working	low
to keep their jobs, children will have to try their best to finish their duties	if a child works as a shop assistant, he will have to keep an eye on good and products, calculate prices correctly and take responsibilities for any lost	high
when children take jobs, they tend to be more responsible	to keep their jobs, children will have to try their best to finish their duties	low
children will be more material, neglect their study for earning money or be exploited by the employers	if children get good care and instructions from their parents, they can take advantages of the work to learn valuable things and avoid going in a wrong way	low
experience gained through traveling to different places, meeting different people and even at job goes long way	this experience also makes them aware of what they would like to make of their life	low
taking a break not just has benefits but it also comes with some negative impacts	once student's starts earning, they might not like to go back to studies where they would lose their financial independence	high
taking a break not just has benefits but it also comes with some negative impacts	there is also a risk of student never going back to university or higher education	low
taking a break not just has benefits but it also comes with some negative impacts	this might only help them in a short run as it is a known fact that to make a reasonable career in longer runs, one needs a proper and higher qualification	high
there are also a significant number of people who are very successful in their fields without going to university	take for instance those who start their own business	low
there are also a significant number of people who are very successful in their fields without going to university	for some of them it proved to be a profitable job	low
there are also a significant number of people who are very successful in their fields without going to university	michael dell who is the founder and the ceo of dell left college at 19	high
most of them will be forced to take up careers which are poles apart from what they had studied for	if senior workers dominate the working sector, there will be lesser job opportunities for the fresh graduates	high
most of them will be forced to take up careers which are poles apart from what they had studied for	a medical graduate might find it very disheartened when he had to spend around five precious years studying medicine and at the end of the day, he will have to take up another profession rather than doctor due to the insufficient job opportunities available	high
they will not be able to give their best in whatever they are doing	the stressful life that an aged teacher goes through will definitely take a toll on him	high
it would indeed be better if at an older age, opportunities are given to the younger ones	beyond that age, a large proportion of them have an elevated chance of contracting a multitude of health problems such as stress related diseases and cardiovascular illnesses	high
it would indeed be better if at an older age, opportunities are given to the younger ones	the academic institution will have to pay for his medical bills, resulting in more loss for the institution	high
it would indeed be better if at an older age, opportunities are given to the younger ones	they will not be able to give their best in whatever they are doing	low
it is highly recommended that the retiree come over to the companies or hospitals to have regular sessions with the present staffs to bridge the gap between them and to pass on their knowledge	their invaluable experiences and knowledge in their respective fields such as engineering, medicine, and law can certainly be beneficial to the younger generation	high
the expertise of the senior workers who had retired should never be underestimated	it is highly recommended that the retiree come over to the companies or hospitals to have regular sessions with the present staffs to bridge the gap between them and to pass on their knowledge	high
most people nowadays prefer to use the internet to search for art work	the internet really brings them convenience	low
people may not get a spiritual experience	pictures online are only limited to a screen size	high
most people nowadays prefer to use the internet to search for art work	people may not get a spiritual experience	low
in order to help visitors to learn more about the exhibits, museums hold various activities which make visitors be part of what they are seeing	at american museum of natural history, you can make a bone-by-bone reproduction of the museum's stegosaurus	high
seeing an art work on computer screen is not the same as you watch it by your own eyes	you can't see the texture of the artwork which is very important to study the skills used by the artist	high
seeing an art work on computer screen is not the same as you watch it by your own eyes	these may influence the comprehension of the art work or historical objects	high
seeing an art work on computer screen is not the same as you watch it by your own eyes	some details might be dim	low
most people nowadays prefer to use the internet to search for art work	the exhibits in museums or galleries are all life size and visitors can get a more direct felling	high
in order to help visitors to learn more about the exhibits, museums hold various activities which make visitors be part of what they are seeing	at museum of art in new york, you can look at 17th century instruments while listening to their music	high
