sentence	label
the problems with passenger experience are not dependant on aircraft size!	unverifiable
the buffer zone solution would not give me any confidence.	unverifiable
in a buffer zone situation the person could still be exposed to peanut residue in other parts of the plane .	non-experiential
now we carry wipes and wipe down every surface in our seating area and in the restroom when we fly an airline like southwest that serves peanuts on previous flights even if they aren't serving it on ours.	experiential
i would like to see the airlines stop serving peanuts.	unverifiable
having them not serve peanuts when my children are going to be on a particular flight doesn't do much for us.	unverifiable
if they have served 200 people 200 little bags of peanuts on the 200 previous flights.... - it makes my skin crawl.	unverifiable
"we can live with them serving other foods that ""may"" contain peanuts."	unverifiable
"it would be nice if they at least had one ""safe"" alternative for my children to eat -"	unverifiable
or allow them to bring safe food of their own on the plane with them.	unverifiable
i've never heard of anyone having a wheat allergy going into anaphylaxis from some one sitting next to them eating a sandwich.	unverifiable
people with food allergies have reactions when they injest food.	non-experiential
the issue with peanuts is that when 200 people open 200 little bags of nuts and all the dust goes poof!	unverifiable
there is enough peanut dust in the air for some one  to actually injest the allergen.	non-experiential
as for meds - everyone that has a true life threatening food allergy should be carrying their own epi-pens with them.	unverifiable
"i would like to mention though that on the last flight i was on with my children we payed quite a bit of money on a ""snack box"" that didn't have the ingredients labeled on the outside of the box, only to find that most of the food in the box was not safe for my kids to eat."	experiential
a list of ingredients should always be available to us before we have to pay for food.	unverifiable
in a perfect world they would sell the number of seats they have.	unverifiable
when in us airspace, dot rules should apply to all carriers, regardless of the number of aircraft seats or nationality.	unverifiable
without details regarding the methodology of this cost-benefit analysis, it is difficult to comment on the 'reasonableness' of what is proposed.	unverifiable
disclosure of fees to the consumer should not have a quantifiable cost.	unverifiable
i have one child who is severely allergic to peanuts.	experiential
she is one of those few who react from dust, practically.	experiential
we made a decision at an early age simply not to fly.	experiential
the airlines have no cohesive, consistent policy	non-experiential
and this issue is not something we can show up and be surprised about.	unverifiable
it would help children, and adults, like my daughter if the dot banned peanuts on all flights.	unverifiable
of course, asking airlines to stop serving peanuts is not enough.	unverifiable
the dot would need to require that no passenger bring them aboard as well.	unverifiable
cuts to the airlines have put food at the bottom of their priority list .	non-experiential
i almost feel like banning peanuts would give people a false sense of security unless a complete and total ban was instituted .	unverifiable
that being said, i appreciate the argument about other allergies, as well as perfume	unverifiable
though i do not believe anaphylaxis is generally an issue for those allergic to perfume.	non-experiential
perhaps that is a bit naive and narrow-minded,	unverifiable
propose that to the airlines as a cost saving measure!	unverifiable
of course, longer flights or international is a whole other ballgame.	unverifiable
*  from empirical evidence, i believe there is a strong likelihood of a peanut allergy sufferer having a severe reaction if the conditions were right.	non-experiential
my daughter developed hives from peanut shell residue that had touched a banana peel.	experiential
she touched the peel to her skin and broke out in hives.	experiential
it doesn't take much.	unverifiable
*  i feel strongly that people should take responsibility for themselves and, therefore, would expect all allergy sufferers to carry their own epinephrine.	unverifiable
however, i am under the assumption that a plane would have first aid available and possibly a defibrillator.	unverifiable
adding epinephrine to this kit would only be a good business practice.	unverifiable
my allergic daughter would not consume them,	experiential
but the chance of her having a reaction from cross contact or inhalation are virtually nil.	unverifiable
we will take care of her food.	experiential
we just need help keeping her alive and safe from other peoples food.	unverifiable
compensation must be in fiat currency.	unverifiable
few if any airlines offer peanuts anymore.	non-experiential
but peanuts are not the only allergen-	non-experiential
more people are allergic to pets than peanuts.	non-experiential
airlines should disclose potential allergens on a flight .	unverifiable
first, i congratulate and thank secretary lahood and dot for their efforts in improving customer protections for travelers.	unverifiable
airports and carriers should work together to develop tarmac contingency plans.	unverifiable
personally, i think 3 hours is too long to be held captive in a immobile plane.	unverifiable
two hours is much more reasonable.	unverifiable
i agree - it's be wise to disclose potential allergens.	unverifiable
i agree, r88c, there are more allergens than just peanuts	non-experiential
my family has a few beyond peanuts in our own list.	experiential
however, there's a difference between my cat allergy  and my daughter's peanut, tree nut and shellfish allergies - threat of anaphylaxis, vomiting, swelling of lips, itching in the mouth, etc.	non-experiential
any food allergen  can trigger life threatening reactions -	non-experiential
whole peanuts or nuts are also more apt to release dust particles through the air system, then, say, opening a milk carton.	non-experiential
no	unverifiable
but it is a start.	unverifiable
as a mother of a peanut allergic child,	experiential
i won't fly with her on flights that serve peanuts.	unverifiable
i won't fly with her if i can't have her epipen with her in flight.	unverifiable
consumers should be notified about delays, no matter how long they are.	unverifiable
this can be done electronically very easily.	unverifiable
if the flight is late and making a connecting flight is not possible, then the consumer should be afforded the opportunity to alter plans as soon as possible.	unverifiable
i think it is important that both domestic and international flights be covered by this requirement.	unverifiable
giving the consumer's more information regarding pricing schemes is definitely helpful for those who travel on a budget.	unverifiable
i think that post-purchase price increases should be banned.	unverifiable
if a compromise must be reached, then any consumer must be allowed to refund their ticket if prices are increased--even if the ticket was non-refundable.	unverifiable
trapping consumers like this is horrible and quite unethical.	unverifiable
airlines should absolutely reimburse passengers whose bags are not delivered on time or lost.	unverifiable
it cannot be left for the airlines to decide.	unverifiable
yes, carriers should refund ticket costs for significant delays.	unverifiable
actually, they should give consumers the choice between a refund or some other form of compensation for those travelers who decide their time has become too short for travel due to the delay and change their travel plans.	unverifiable
significant delay must also be defined by dot.	unverifiable
it's too bad that this industry has become so anti-consumerist.	unverifiable
self-regulation has not worked and the consumers have carried a significant burden because of it.	unverifiable
i don't know that i would feel safe flying without a total ban.	unverifiable
there are too many variables.	unverifiable
realistically, i know that a total ban is unlikely.	unverifiable
for most people, an airline ban, a buffer zone, epinephrine in a first aid kit, and pre-boarding would probably go a long way to making them comfortable.	unverifiable
i've also heard in the past of some airlines forcing passengers to sign statements acknowledging that they will not stop the flight and seek assistance if an allergic reaction happens.	unverifiable
i think it was american airlines and i read the actual documents.	experiential
obviously, this practice is incredibly paralyzing.	unverifiable
last i knew, medical emergencies in the form of heart attacks and pre-mature labor are handled on a case by case basis	non-experiential
and it is not unheard of to land a plane early.	non-experiential
aa made the allergic community an exception to this practice.	non-experiential
though our comfort zone is very tight,	unverifiable
i do appreciate that the dot is trying to reach a compromise with the allergic and non-allergic passengers.	unverifiable
for many people, minor changes to the system will go a long way.	unverifiable
i think red eye is correct:	unverifiable
dot is on a slippery slope if it bans peanuts.	unverifiable
"perhaps airlines could offer only select flights as ""peanut-free"" instead of a complete ban on peanuts."	unverifiable
i have to say i think this is going too far.	unverifiable
you can't legislate everything.	unverifiable
i have to say i've never seen such a thing on the news.	experiential
no perfume, because people are allergic to that.	unverifiable
no deodorant, because some are allergic to that.	unverifiable
oh, and make  sure you wear all cotton	unverifiable
because you might bump up against someone with a skin allergy to synthetic fiber.	non-experiential
it can quickly slide into ridiculous.	unverifiable
i'm sorry for those who have allergies,	unverifiable
but those people also live with them daily and know how to cope and deal with them in public.	unverifiable
all the baggage fee has done is force people to take more as carry-ons, causing loading delays of all sorts.	non-experiential
between the security  and the baggage fees pretty soon you won't be able to take anything with you at all.	unverifiable
the cost of the ticket is already ridiculously high.	unverifiable
instead of charging us, perhaps they need to bring in consultants and auditors to see just where their money is going	unverifiable
and see how they can be more efficient with the money they are already extorting.	unverifiable
i've actually found it's now cheaper to ship my items fed ex than it is to bring them with me on the plane.	non-experiential
and they get there! on time!	experiential
i totally agree if the airline loses the luggage or it's delayed they should have to refund the fee they charged.	unverifiable
they did not provide the service you paid for, end of story.	unverifiable
i completely agree all the fees should be listed when you buy that ticket.	unverifiable
prominently. you should know what you are going to be asked to pay for.	unverifiable
i have to say personally that if they start charging me a fee for putting a small bag in the overhead bin i will no longer be a customer.	unverifiable
i will not fly any airline that does something so ridiculous.	unverifiable
no, that's where i draw the line.	unverifiable
i'll drive	unverifiable
even 2 hrs is too much if weather is hot, small children are among passengers.	unverifiable
either get the plane in the air or take passengers off.	unverifiable
i do not have an allergy to peanuts	experiential
but i do to carmine coloring.	experiential
i have to watch what foods i eat and keep an epinephrine pen with me at all times.	experiential
i believe all people with allergies must follow this same rule.	unverifiable
if a person with very severe allergies boards a plane and allerts them ahead of time of their allergy, then keep the peanuts off the flight.	unverifiable
this would apply to all kinds of allergies.	non-experiential
as a flight attendant of 19and years, we never had peanut allergies in the earlier days,	experiential
people dealt with their own issues and got on with it.	unverifiable
"it seems like the latest ""illness"" fad that plagues this country far too often."	unverifiable
i utterly concur.	unverifiable
while i am sympathetic to those with this condition,	unverifiable
it is the total responsibility of the parent or adult to adequately prepare for the possibility of being exposed to an allergen.	unverifiable
airlines have enough to worry about without all of these over-the-top issues.	unverifiable
it's time for more personal responsibility and far less government nannying.	unverifiable
once purchased, ticket prices should be guaranteed.	unverifiable
i support the complete ban.	unverifiable
if the dot decides to have a looser standard, passengers should be allowed to get their money returned if they choose not to pay the post-purchase fee.	unverifiable
the 'peanut people' are not taking their business to southwest.	non-experiential
since your airline continues to serve peanuts,	non-experiential
so i'm sure no one has died	non-experiential
because they can't fly on your planes.	unverifiable
my child with a severe nut and peanut allergy had a reaction on a domestic flight.	experiential
luckily her breathing was not compromised	experiential
i was very very close to using epi-pens on this flight and had all the flight attendants hovering around us.	unverifiable
she only ate the safe food we brought onto the flight - nothing from the airline.	experiential
i also wiped down our seating area before she boarded.	experiential
however, she is very touch-sensitive	experiential
and the seats are hard to clean	unverifiable
as they are made of fabric.	non-experiential
for the flight home we brought a sheet to cover the seats	experiential
and she did not react the same way but did get a hive or two none-the-less.	unverifiable
peanut-residue is very hard to remove from fabric surfaces.	unverifiable
i would love to see a ban on having loose peanuts on flights -	unverifiable
food like snickers that contain nuts are ok from my perspective.	unverifiable
i agree with many others that even 3 hours is too long..	unverifiable
i think it should be 2 and should apply to all flights regardless of what airport, airline, destination, etc.	unverifiable
personally i have anxiety issues	unverifiable
and not being able to get out of an enclosed space is extremely stressful.	unverifiable
i think the airlines will now be forced to do all they can to prevent these delays.	unverifiable
even though all will not be possible to prevent	unverifiable
i think there will be much less episodes wtih these new rules.	unverifiable
as far as notification as to what is happening--i think it goes a long ways to alleviate frustration if we were informed in detail every 30 minutes.	unverifiable
i have been stranded on a plane 3 times--thankfully not more than 1 1 or 2 hours--	experiential
but on one of these flights we were informed regularly along the way	experiential
and it made all the difference.	unverifiable
list all fees seperately.	unverifiable
i agree--all fees should be prominently displayed wherever you are making the purchase.	unverifiable
i fly fairly often on a 2 hr flight to see family.	experiential
since the inception of baggage fees i do not check any bags--	experiential
i carry on a regulation carry-on for the bin and a fairly large purse bag that does fit comfortably under my seat.	experiential
i feel that as long as your carry-ons meet one regulation size in bin and one that fits comfortably under your seat that should be fine--	unverifiable
and the airlines need to describe what is allowed that way.	unverifiable
i am on a limited budget	experiential
and the $30-$60 fee for bags is better spent having fun with my grandson.	unverifiable
i think it has gotten to the point of ridiculous how these petty fees are charged for everything--	unverifiable
it certtainly does not give the customer a warm fuzzy feeling toward the industry.	unverifiable
everyone i know now hates to fly.	unverifiable
post fees for everything prominently.	unverifiable
should be required of all carriers.	unverifiable
i have found i am adequately notified before i leave home if a flight is known to be delayed or canceled that far in advance.	unverifiable
i check the flight status on the airline website just prior to leaving home--	experiential
additionally my airline sends me a text and an email for delays.	experiential
my concern is the flights that get delayed or cancelled later such as after you have arrived at the airport.	unverifiable
in these cases notification should be immediate--	unverifiable
my experience has been the airlines need to do all in their power to get you on your way in the most expedient way possible and to care.	unverifiable
but when a consumer misses an entire day of a vacation and or or planned time with family that cannot be given back!!	unverifiable
this is more than money.	unverifiable
twice my flights wer delayed by several hours	experiential
because after boarding it was discovered a lavatory was not in working order	experiential
i get passionate about not being treated well--especially when airline travel is expensive for most passengers.	unverifiable
make the compensation exactly what it is intended to be...the cost  of the ticket, no cap	unverifiable
since there is no cap on how much you may pay for that ticket.	non-experiential
frequent flyer miles should simply be refunded or a double amount refunded in the same way as a cash ticket is handled.	unverifiable
keep this simple and it will work much better.	unverifiable
on smaller flights, use the same rules.	unverifiable
again, keep it simple.	unverifiable
best way to give passengers information is to post it online, on a legible sign in the gate area, and in print large enough to read on tickets.	unverifiable
if people won't take the time to read at least one of those sources then they only have themselves to blame for not knowing about this.	unverifiable
a regulation that will force the air carriers to prominently display the various fees that are required is a good idea so that you know before you fly just how much more your ticket really is going to cost .	unverifiable
"optional price for a meal or entertainment is ""nice to know"" information"	unverifiable
but i don't think it needs to be written as a regulation	unverifiable
since you have the option of not watching a movie	non-experiential
but you likely don't have the option of not bringing that suitcase along.	non-experiential
the website notification is a good idea	unverifiable
but it would also be good to have these posted in the check-in area as well.	unverifiable
the idea of a full fair price with every optional cost added in is not realistic	unverifiable
since the majority of people do not use all of the options.	non-experiential
i do like the add-on services idea.	unverifiable
it's not the job of the airlines however to tell you that their competition may have a cheaper flight for you.	unverifiable
sorry, that's the consumer's job.	unverifiable
if one airline charges significantly more for something than another airline does and it affects the competitiveness of their tickets the market will deal with that,	unverifiable
no regulation for this is needed.	unverifiable
airlines should be required not only to notify passengers to changes in their itinerary, but to offer the passenger a chance to refuse the change being made and re-schedule the flight to meet their travel needs.	unverifiable
"it is absolutely unfair of the airline to mandate that i accept a change to my flight departure time that now conflicts with the purpose or timelines of my trip without offering me an option to say ""no thanks, i chose a 2 pm departure for a very specific reason, please offer me another option that doesn't disrupt my plans""."	unverifiable
"there should be no ""change fee"" charged to the consumer who turns down the airline's change to their itinerary and opts to re-book the flight."	unverifiable
way back in january i booked a flight to nc with very specific choices made to ensure that i had enough time between flights and that i arrived within a certain window of time.	unverifiable
the airline proceeded to change my itinerary on three separate occasions, ultimately putting me on the flights i had specifically avoided when i booked the ticket.	unverifiable
"when i called to ask if i could re-book to meet my travel needs, i was told that the airline would charge me a change fee of ""at least"" $180, plus the difference in ticket price on that day."	unverifiable
this is absurd.	unverifiable
no, no, no! if you have an allergy to peanuts and you know you have it then take your own precautions.	unverifiable
"if i decide to bring a bag of peanuts onboard an airplane and am then told i'm in a ""peanut free zone"" or something like that, then my rights have been trampled as have the rights of everyone in that zone."	unverifiable
request peanut free services from the airlines for yourself,	unverifiable
but do not force those restrictions on the rest of the flying public.	unverifiable
i have no problem with the airline offering peanut free foods, etc.	unverifiable
"it is not a ""right"" if you have to impose that behavior on others for yourself."	unverifiable
there is a non-profit organization called the food allergy network	non-experiential
their web site is foodallergy.org.	non-experiential
my son now ten years old has a very severe peanut allergy.	experiential
some of the things most kids take for granted are not available to him due to the allergy.	experiential
he cannot go to a professional baseball game for one.	experiential
we also have to plan our vacations the locations that peanut free airlines to.	unverifiable
"the common misconception is ""just don't eat peanuts!"""	unverifiable
it would be nice if it were that simple.	unverifiable
the confined space and recycling of the air in a plane is a peanut allergy sufferers nightmare.	unverifiable
when people eat peanuts or open up bags of preanuts some of the allergens are released into the air.	non-experiential
therefore the allergic person can be affected without physically eating the peanuts.	non-experiential
the air becomes toxic to them.	non-experiential
for my son this is a not just discomfort it could kill him.	experiential
to clarify, the best action, in my opinion, for the dot to take in regards to this matter is to completely ban post-purchase price increases	unverifiable
peanut dust can trigger allergic reactions.	non-experiential
three hours is too long to wait on the tarmac.	unverifiable
the rules should be uniform regarless of the size of the plan or airport.	unverifiable
after an hour or so, sitting in a plane becomes unbearable.	unverifiable
the maximum time allowed should be two hours with deplaning an option.	unverifiable
boarding passes can be re-used or re-issued for access  back onto the plan.	unverifiable
the proposed compensation for bumping should be such, that ailine companies would be motivated to keep on average 1 to 2 seats on any flight unoccupied - for other bumped passengers or emergency personnel to use.	unverifiable
the compensation should, however, at least cover all consequential expences of the traveller besides fare.	unverifiable
this way, a passenger will have maximum compensation that would still allow airline not raise fares because of this rule.	unverifiable
2. the compensation should not depend on the plane size.	unverifiable
3. the compensation should be the same for all tickets, zero fare or not.	unverifiable
4. all compensation options, as well as compensation amounts, should be announced to passengers when asking for volunteers.	unverifiable
yes, 30 min delay is a reasonable trigger.	unverifiable
yes, 30 min response time limit is reasonable,	unverifiable
but special circumstances should be included, i.e., technical issues as breakdown of comms etc.	unverifiable
"dot should mention ""all available methods"" - that is okay."	unverifiable
this rule should apply to all domestic airlines;	unverifiable
foreing might be excluded.	unverifiable
yes to one way fare proposal!	unverifiable
no, no wiggle room:	unverifiable
all fare prices should be as stated and final!	unverifiable
all this caveats are just indended to provide sellers with means to mislead customers into thinking the fare could be smaller than it is!	unverifiable
yes, ticket sellers will incur costs to adjust the websites and selling practices;	non-experiential
however, these are the costs they incurred for unfair advertizing at the moment they created their current web sites and other means of semi-deceptive sales!	unverifiable
sum of all fees should always be listed - max and min amounts, with ability to get to all separate fees if desired.	unverifiable
full fare price should not include fees for traditionally provided services,	unverifiable
but fee range for them should be indicated.	unverifiable
the rules should apply to all us carriers regardless of size.	unverifiable
the baggage fee for a flight should be set to the smallest one between code-sharing partners.	unverifiable
offering lowest fare available - reservations software are not all written the same.	unverifiable
convoluted solutions on unusual but valid routings exist but often defy being found.	unverifiable
as a matter of practice, with availability changing constantly, it would be a near impossibility to enforce this unless software is rewritten in a consistent manner,	unverifiable
plus it would have to track complete historical availability at each instant in order to enforce the rule.	unverifiable
the intent is great,	unverifiable
but i think unattainable and unenforceable.	unverifiable
i think 3 hours is an absolute maximum that should be enforced on all planes regardless of size or airport.	unverifiable
and that is only when restrooms and water are provided.	unverifiable
if the delay is longer than the originally scheduled flight , there should be a mechanism for obtaining food as well.	unverifiable
with the state of meals and snacks on-board planes these days , i've been stuck in-flight with no food for many hours.	experiential
if on the ground, it makes no sense to not at least have some snack.	unverifiable
full price with breakout of optional items should always be with the price - online, at ticket agents, etc.	unverifiable
code-share arrangements should be the same as those of the airline issuing the ticket.	unverifiable
i think that 3 months is not long enough for many infrequent travelers.	unverifiable
but if the optional  items are clearly listed upon ticket reservation or purchase, that should suffice.	unverifiable
i think that separate charges for choosing your seat, having one carry on and one checked bag and access to water and restroom are nuts and should not happen.	unverifiable
snacks, blankets, ok, although these days we all look like campers getting on with pillows, extra jackets, meals , and as much carry-on as will fit.	unverifiable
counterproductive!	unverifiable
amen, this proposal goes too far.	unverifiable
freedom loving travelers don't want to be told what they can and can't bring on board the aircraft to eat.	unverifiable
i know i would ignore any such ban as i currently regularly bring peanuts aboard any aircraft i am flying.	unverifiable
"it has become abundantly clear that commercial airline travel is a ""race to the bottom"" that satisfies needs of neither passengers nor airline profits."	unverifiable
a change of environment, which can only be imposed from outside the industry is needed.	unverifiable
imposition of common sense regulations, such as a requirement that airlines give updated flight information, would level the playing field and remove the impetus for airlines to cost-cut in this area.	unverifiable
this goes for most of the proposed new regulations.	unverifiable
i sincerely believe that these regulations are in the best interests of both airlines and passengers.	unverifiable
i am generally against government interference in business activity,	unverifiable
but this is an instance where the government must step in.	unverifiable
charging fees for carry-on luggage is an example.	unverifiable
the airlines have created a scenario for this to happen.	non-experiential
they started by charging fees for checked luggage with little outcry.	unverifiable
they knew by doing this they would create problems with carry-on luggage.	unverifiable
once the travelling public accepted the fact of checked luggage fees,the airlines could complain about the amount of luggage brought into the cabin.	unverifiable
so we hear about sore backs from flight attendants, cramped space, etc.	unverifiable
all of this a result of the airlines change in fees.	unverifiable
now the airlines want to explore charging for carry-on luggage.	unverifiable
before this becomes viral, even with promises by most airlines at this time not to charge for carry-on's, the government needs to explore preventing this from ever happening.	unverifiable
i beleive it is part of the airlines overall plan to get to the point of charging for carry-on luggage,by highlighting the problems it created in the first place.	non-experiential
i agree that the dot's latest changes are needed,	unverifiable
but we should try to prevent abusive practices from ever getting  traction in the first place.	unverifiable
the airline industry in this country has shown they cannot regulate themselves.	unverifiable
i generally support the idea,	unverifiable
but it should be limited only to those fees which are variable, ie charge for food, etc.	unverifiable
they should not be allowed to list fees separately that are part of a ticket fee for every ticket issued, ie taxes, landing fees.	unverifiable
this process serves no purpose other than to show a lower base fee.	unverifiable
that is misleading and meaningless.	unverifiable
if they want to show these components of a ticket, so be it, but not to suggest a price which could never be exercised.	unverifiable
i had no idea that peanut allergies can be so severe that proximity was enough to trigger a reaction.	unverifiable
while i sympathize with the situation,	unverifiable
"with the advent of ""food-for-purchase"" on airplanes, more and more passengers bring their own food."	non-experiential
not serving peanut products won't completely protect those who are violently allergic because of what other passengers bring on board.	unverifiable
the only way i can see to ban peanuts altogether is a tsa regulation to ban it on top of an airline ban for their food service.	unverifiable
this increases costs of screening and imposes new regulations on all passengers and, in turn, increases the cost of airline tickets, not to mention slowing the tsa screening lines due to increased security to check food products.	unverifiable
but, finding a practical solution will be much harder than may first appear.	unverifiable
i know this sounds silly,	unverifiable
but i think i shouldn't be charged as much to check a bag as the 250-lb man sitting next to me.	unverifiable
i don't mind getting weighed in public...	unverifiable
i don't know.	unverifiable
this is just something that seems unfair to lots of passengers,	unverifiable
and that probably won't get changed without regulation.	unverifiable
i'm a freedom-loving, peanut-friendly traveler,	unverifiable
and i have no problem with the government protecting other people from dangerous activity.	unverifiable
that's the government's job.	non-experiential
i agree with all the proposals.	unverifiable
but with the smaller regional jets and small number of flights out of my hometown airport, bumping may not allow me to get to my destination the same day or even the next day.	unverifiable
there are additional considerations here, loss of vacation time as well as paying for hotel rooms not used and rental car days.	unverifiable
any thought about how we might get away from these charges.	unverifiable
just read about a buffer zone, and the lavitories, good point,	unverifiable
i also, know if flight attendants eat these items with there hands it still would create a problem	non-experiential
also, that is why no one has wanted to address this,	unverifiable
that is why it is important that it is.	unverifiable
how do you stop people from breing it one, and such that is ahard issue	unverifiable
i fly internationally frequently	experiential
and so i fly through major airports in the us.	experiential
these airports have maybe 60 planes taking off an hour--and landing.	non-experiential
just an incredible number.	unverifiable
practically speaking, the airports must have extra gates available for flights that become delayed for unloading passengers.	unverifiable
this could be done by either limiting the number of planes that take-off or land at the airport or providing contingent and safe ways to unload passengers--and provide them with adequate holding areas for these passengers.	unverifiable
if airports share in the responsibility, they are more likely to work together with the airlines to provide such a service.	unverifiable
i also think that the information about tarmac delays at individual airports  should be provided to the consumer.	unverifiable
i know there are some statistics already provided,	non-experiential
but i don't recall seeing any statistics on this recently.	experiential
as a very frequent traveler,	experiential
beyond that i believe that adding all of these unnecessary burdens to airlines often of which they have no control such as weather and unexpected mechanical problems is both costly and ridiculous.	unverifiable
you would think that with the economic turndown, our society would abate their temper tantrams and demanding attitudes.	unverifiable
let's be civil to one another and not set unrealistic expectations--	unverifiable
it costs money to accommodate your pampering and often results in unintended consequences such as the recent 3 hour tarmac limit.	unverifiable
this will result in more flight cancellations.	unverifiable
i wonder how many of you who complained about that and now have gotten what you asked for, will see yourselves as the cause of this ludicrous rule.	unverifiable
well said.	unverifiable
i fly extensively in the us and internationally.	experiential
and, in reading all the comments posted thus far, for the most part, there appears to be a lot of emotion and not a lot of facts surrounding this issue.	unverifiable
the airlines should not be banning any food	unverifiable
and they certainly should not be come the food police.	unverifiable
i strongly urge the dot to get more scientic-based information.	unverifiable
however, i want to point out that when we installed ramps for those in a wheel chairs, we did not remove the stairs.	experiential
some facts to consider.	unverifiable
studies show that you cannot have a serious or deadly reaction to peanut, tree nut,  or other food allergy protein by smelling it; despite what some of the contributors here have said.	non-experiential
"less than 1% of the population has a peanut allergy and not all of those are ""severly"" allergic."	non-experiential
compare that with the exponentially higher incidence of diabetes--	unverifiable
diabetics need plant based proteins like peanuts during flights to keep their blood sugar levels under control.	non-experiential
or, a milk allergy which is far more prevelent.	non-experiential
airborne exposure will not affect the body systemically, so therefore cannot cause anaphylaxis.	non-experiential
if extremely allergic, you may have some symptoms like sneezing, running nose and coughing.	non-experiential
for those peanut or tree nut allergic, and for all food allergies, you must ingest the food protein to have a systemtic reaction.	non-experiential
and, even with direct skin contact to tree nuts, peanuts or peanut and nut butters, most allergic people will not show signs of a reaction,	non-experiential
or it so it will be a localized minor one such as hives, or a welt.	non-experiential
you can, however, have a psyhcosomatic reaction to anything you are afraid of.	non-experiential
peanut allergy has become an exaggerated fear to the detriment of those who suffer from other food allergies and other serious and chronic diseases.	unverifiable
more than 3,000 kids die from asthma each year;	non-experiential
10,000 kids go to the hospital each year with brain injuries due to sports;	non-experiential
45,000 kids die in car accidents.	non-experiential
last time i saw a statisic on food allergy fatalities	experiential
it was aobut 100 to 150 over a five year period for all foods.	non-experiential
this is not to say that peanut and tree nut allergies, or any allergy is not serious.	unverifiable
they are.	unverifiable
but i wonder if these same parents who are demandting that peanuts and tree nuts be banned from everywhere are asking for sports be eliminated from school programs, or if their children are being kept out of sports. or, have they given up driving their children in a car; or, will they get their son or daughter a drivers license at age 16.	unverifiable
i have a friend whose child almost died twice from a serious allergy to milk	unverifiable
because people think milk allergy can't be fatal;	non-experiential
they confuse milk allergy with lactose intolerance	unverifiable
because the hysteria created by some about peanut has drowned out any sense of reason and overshadowed everyone else's issues.	unverifiable
a recent widely publicized study showed that far more people think they have food allergies than actually do.	non-experiential
again, i am not minimizing those who do,	unverifiable
but a food allergy needs to be diagnosed by a certified immunologist who conducts a food challenge.	unverifiable
then and only then does a patient really know what they are allergic to.	unverifiable
and, a food allergy is very different than a food sensitivity.	unverifiable
many people have multiple food allergies,	unverifiable
but once properly diagnosed that person needs to be taught to care for themselves and take all necessary precautions.	unverifiable
so, let's rid ourselves of the hysteria.	unverifiable
let's stop our demanding and outrageousness	unverifiable
and let's call for ome common sense.	unverifiable
"i fear for these children that are being raised by parents to live in fear of the ""bogey man""."	unverifiable
instead of teaching them to handle whatever afflication they have in a responsible and calm manner--whether it's severe asthma, other food allergies, diabetes, cystic fibrosis, and the hundreds of other afflications that so many of us live with everyday.	unverifiable
i myself have a food allergy	experiential
so i truly understand what it takes to be vigliant;	unverifiable
it isn't easy.	unverifiable
in all my years of flying and with all the different carriers i have been on, i find that whether in the us or abroad, without legislation, they try to be as accommodating as possible when people plan ahead and are not behaving rudely.	unverifiable
we have more than enough regulation	unverifiable
remember, you can die from an asthma attack caused by a reaction to an animal.	non-experiential
or, will you have a voice of reason and talk with the carrier, check on your medications, where a highly refined mask and take the right precautions.	unverifiable
my own near fatal experience to a different allergy reinforced for me that if you demand the world conform to you, you will become lax making it more likely you will have an accidenta encounter.	unverifiable
we need to be prepared and proactive, not create a bubble around ourselves and our children.	unverifiable
as a frequent traveler, i would welcome the rule requiring 24 hour refundability of fares and all fees.	unverifiable
additionally, there should be a certain window, say, 3 days prior to flying where you should be able to cancel your flight without penalty and receive a refund or at least the ability to change your itinerary without fee.	unverifiable
as i always say to all who will listen, the airline model is one of the worst business models i know of: treat your customers with disdain and make it as inconvenient as possible for them to use your product.	unverifiable
whether it be added fees to check luggage ;	unverifiable
making it too costly to change your itinerary;	unverifiable
making it virtually impossible to easily use frequent flyer miles or charging an exorbitant amount to actually use them;	unverifiable
and lastly, being treated like cattle at the airport and on the plane.	unverifiable
and while i always carry multiple epi-pens,	experiential
i only forty minutes to get to a hospital after using them.	non-experiential
i personally would like to see a ban on peanuts and enforcing passengers to refrain from bringing banned items on board.	unverifiable
but as another person pointed out, a lot of people are severely allergic to perfumes.	non-experiential
i think the dot should ask allergists the most common causes of allergic anaphylaxis, and include those in the ban.	unverifiable
after all, no one needs to wear perfumes or eat nuts.	unverifiable
another option i support is having no food or snacks on domestic flights.	unverifiable
while my daughter does not have an inhalation allergy,	experiential
she is extremely sensitive	unverifiable
and if she ingested even a minute particle of peanut protein, she could have a life threatening reaction.	unverifiable
while we have epi pens and benadryl to administer in the event of such an event,	non-experiential
those medications are only a short term response and immediate medical care is essential.	unverifiable
as a parent, it is my job to insure she does not ingest anything that will cause a reaction	unverifiable
and we do everything we can to create a large buffer between her and such products.	unverifiable
that said, we have little control over the environment in an airplane.	unverifiable
others eating peanuts nearby or even someone having eaten a peanut on an earlier flight could create a very real problem.	unverifiable
while we can do everything possible to clean the area in which we sit and diligently parent her while on the flight,	unverifiable
the risk is significant.	unverifiable
the simple fact is that a peanut allergy is life threatening and should not be compared to other intolerances or allergies that are not.	unverifiable
doing so is naive and bordering on ignorant.	unverifiable
balancing both the seriousness and scope of the threat involved against what could only be described as a petty inconvenince associated with banning peanuts and peanut products, the choice seems clear.	unverifiable
