sentence	label
oh you do have to pay them.	Understanding Check
so you'll suddenly have this stranded word out in the middle of nowhere and it's because.	Statement
or if you do a spectral subtraction do some spectral subtraction first	Offer
and the training is italian digits?	Understanding Check
and i don't	Statement
he's off off on his trip already.	Statement
and i think right now the answer is no.	Statement
but right now i guess uh i'm working on this paper this isca paper for this workshop that liz and andreas and i are putting together.	Statement
and did it work?	Rising Tone
i don't like the technical ones.	Rising Tone
and the other thing is like putting a floor on the uh s n r.	Statement
and so it just be you know we wouldn't have the recognition grammar to begin with.	Defending/Explanation
and tour the university castle or zoo.	Expansions of y/n Answers
uh so yeah i think i think we're okay until we get the new disk.	Floor Holder
maybe we could um have intermediate node that just the endpoint and the go there s node sort of fed into.	Offer
ooo-ooo!	Exclamation
so that's a that's a good	Assessment/Appreciation
they come back from lunch and they start typing on the console then your machine will get evicted your job will get evicted from their machine and be restarted on another machine automatically.	Statement
and we might think about what different kinds of normalizations are possible.	Statement
we have the on line normalization and then we have the l d a rasta.	Expansions of y/n Answers
not uh uh hard targets.	Expansions of y/n Answers
are they linguists?	Yes-No-question
i think you're going to need	Rising Tone
i guess speaker change in any case.	Expansions of y/n Answers
what a deal.	Assessment/Appreciation
oh the colored noise	Acknowledge-answer
this time is fine for me.	Dispreferred Answers
um but i'd rather try to get more regular meetings of types that we know about and hear then sort of a mish mosh of a bunch of one onetime.	Floor Holder
yesterday.	Collaborative Completion
well what	Interrupted/Abandoned/Uninterpretable
it's in denmark.	Statement
so that uh um we we uh essentially identify the system in between the linear time invariant system between the microphones and and and and and invert it.	Statement
then yeah then normalize by by something like that.	Affirmative Non-yes Answers
actually you're talking about transcriber right?	Dispreferred Answers
for example uh this interacts with am i are you willing to take a taxi?	Expansions of y/n Answers
as it stands we're still in the phase of sort of um cleaning up the existing data.	Statement
oh applecard.	Acknowledge-answer
just from that.	Expansions of y/n Answers
is that just like when they're talking about their data or something?	Expansions of y/n Answers
morgan says thumbs up.	Statement
and so the noise is there is a range of different noises also um which are selected randomly and added randomly uh to the files.	Floor Grabber
and then you look in the other one and they look practically flat.	Rising Tone
especially hawaii.	Humorous Material
i mean maybe one or one or the other of the things that you're doing would benefit from the other happening first.	Defending/Explanation
so i still don't have the word error rate.	Statement
um for these experiments for the um uh for this prosody workshop.	Floor Holder
yes for the training also.	Accept
so harry and kemal and i probably.	Floor Holder
just the order.	Acknowledge-answer
abrupt closure.	Expansions of y/n Answers
anyway we're we're missing snacks here.	About-task
only it's spelled out in words.	Statement
i kind of did too.	Affirmative Non-yes Answers
i mean they they also you know uh uh acknowledge the influence of of subcultural norms and cross cultural norms and things.	Statement
it's not either or.	Statement
i mean maybe you'd just have some mechanical thing we do wrong.	Expansions of y/n Answers
anyway so what i was doing was bracketing them to indicate that they were repairs.	Floor Grabber
well it takes it takes up less disk space for one thing.	Floor Grabber
uh what should we be training these intermediate things for?	Rising Tone
and then the men all their voices sounded the same.	Statement
so why don't we just uh um	Floor Grabber
well the whole reason that i'm doing it this way is is uh my experience so far has been the exact reverse.	Negative Non-no Answers
this be specific for second year.	Action-directive
um i don't remember what their hardware set up was.	Other Answers
and then you're coming back uh	Declarative-Question
yeah if you if for some reason they didn't hear the f. if they didn't hear the fuh it might just sound like	Floor Grabber
in normal conversations unless it's very dramatic or very loud	Statement
yeah that that's what i was saying.	Accept
but i don't know right now if it's still important or not and if the level i choose before is still the right one.	Other Answers
uh and uh on the other hand the l p c residual the energy in the l p c residual will say how well uh the low order l p c model's fitting it which should be pretty poorly for two or more people speaking at the same time and it should be pretty well for for for one.	Floor Holder
and it just you know there's a little interface which will for all the yes it then that will be the final beep file.	Defending/Explanation
and it's uh slightly worse.	Statement
um because it seems to to help or it seems to help the wiener filtering.	Floor Holder
because uh dave johnson said that d d was getting accessed frequently.	Defending/Explanation
and well but uh actually our results are better than their results.	Statement
when people get really loopy.	Statement
the just the same same way we're using i mean the same way that we're using the filter bank.	Defending/Explanation
what is the um projector supposed to be hooked up to?	Wh-Question
yeah this guy does a lot of single ones.	Floor Grabber
oh this thing.	Acknowledge-answer
but but four didn't we decide that all of these had true or false?	Rising Tone
because you can turn it off on that that thing right there.	Defending/Explanation
i yeah okay except that we do have to write it up.	Acknowledge-answer
i don't think just multiplying the signal by two would have any effect.	Statement
and the notion that there are a relatively small number of primitive conceptual schemas that characterize a lot of activity.	Statement
yeah well that's true.	Acknowledge-answer
where where what is the class?	Wh-Question
yeah but someone who uh was just the transcriber wouldn't have known that.	Acknowledge-answer
which is a technique that it's often used.	Expansions of y/n Answers
although of course some error is going to be in there.	Statement
that's the un backed up.	Statement
so if it's only inserting uhhuh s here and there then wouldn't that be something that would be just as efficient to do at this end instead of having it go through i b m then be patched together then be double checked here?	Yes-No-question
i know it would be an a wonderful idea.	Assessment/Appreciation
so if you're plugged in it doesn't work and the l.e.d. is off that's that's a tip off.	Expansions of y/n Answers
thursday around eleven?	Understanding Check
and each one has between two and four groupings.	Statement
and do all this processing the same.	Downplayer
were you thinking of the two fifty or the one thirty when you said we should have enough for the neural net?	Rising Tone
but then you don't get the the same effects.	Defending/Explanation
yeah so let's uh see i i think that from one point of view uh um all these places are the same.	Floor Grabber
um while we're still on aurora stuff maybe you can talk a little about the status with the uh wall street journal things for it.	Offer
and um so the zoo and the university and the castle et cetera um are all big-ish things that um you know have different parts to them and one of them might be fine.	Floor Holder
so let me before you go on to possible issues.	Floor Grabber
this this thing?	Understanding Check
so are there grad students or undergrads or just commercial services?	Yes-No-question
and what i've done is pretty ad hoc.	Defending/Explanation
and i wrote a note to joe asking him about it.	Statement
there're five?	Rhetorical-question Continue
if you take like a target speaker and maybe	Offer
what's it called?	Wh-Question
maybe the one i'm working on now.	Expansions of y/n Answers
so if if it is not positive definite	Statement
yeah if it has to fit the delays and all this stuff.	Accept
that's hard to do.	Mimic Other
but i would rather let them leave it blank than lie.	Dispreferred Answers
i mean just to see all some some such permutation combination to see whether it really helps or not.	Defending/Explanation
uh a variant on that for just determining signal to noise ratio is to just uh you can do a a uh an iterative thing e.m. like thing to determine means only.	Offer
yeah yeah really.	Continuer
yeah it's not exactly wiener filtering.	Affirmative Non-yes Answers
um the that interacts with the uh e v a thing.	Floor Holder
well actually the what you do is you run	Offer
and and throw out the words.	Offer
did they jane?	Yes-No-question
so like p d a like that got got easy.	Expansions of y/n Answers
the uh one that has the smallest smaller overall number is actually better on the finnish and spanish.	Statement
just just plain using the switchboard.	Expansions of y/n Answers
it just occurred to me	Statement
it's terrific.	Assessment/Appreciation
maybe we don't want to spend that much more time discussing it.	Offer
the probabilistic information that you might get about whether it's voiced or unvoiced	Statement
yeah that's it's a different noise.	Accept
i i think it's not out of the question.	Affirmative Non-yes Answers
if we change things it won't really affect what you're doing.	Understanding Check
so i thought about that and i think it's still possible.	Floor Holder
do you want to do that?	Expansions of y/n Answers
yeah but so it's the pronunciation model that has to have a pronunciation of tickle.	Acknowledge-answer
and um it so either it'll allow us to do everything.	Floor Grabber
so am i recalling correctly?	Rising Tone
that's what i heard from morgan.	Defending/Explanation
and then continue with this this next next week?	Offer
turn off.	Self-talk
but i mean that's fine.	Affirmative Non-yes Answers
speechdat car italian.	Mimic Other
and map it onto the current context to find out what the person really was talking about in that context?	Understanding Check
uh well we'll have to set up for it.	Floor Holder
so you would you're you're thinking to put the uh mel spectrum in before any of the noise removal stuff or after?	Understanding Check
well i mean we need data with people intentions.	Statement
well you know	Floor Grabber
it could be interesting.	Assessment/Appreciation
the time it becomes ambiguous if you have more than one speaker and that and they sort of swap.	Defending/Explanation
um do we need to retrain?	Rising Tone
so object becomes entity.	Rising Tone
real.	Mimic Other
i mean it'll stop the speech you know if if you press a tab.	Defending/Explanation
send me links.	Action-directive
it could do that.	Affirmative Non-yes Answers
um if you put in if you also include the rasta in it	Statement
and um so um if you do that for instance it may be the case that um the m l p should not be considered as strongly for instance.	Floor Holder
um on the recognition side actually um i think the main person doing that is uh harriet from harriet nock from uh formerly of cambridge.	Floor Grabber
and he's going to be responsible for the implementation of this action planner.	Statement
that's why i was a little late today.	Defending/Explanation
because we'll	Interrupted/Abandoned/Uninterpretable
well i guess x m l makes some amount of sense.	Offer
i have several.	Expansions of y/n Answers
and maybe we'll expand that.	Statement
and then you keep working your way up until you you build a full recognizer.	Statement
it's fine for looking up when you know when the show's on t v.	Assessment/Appreciation
um and he also said something about outside there that came up about the outside text sources that he he may have.	Floor Grabber
but you could get hurt a lot if you just took something from the beginning of all the speech of you know an hour of speech.	Statement
that's really interesting.	Assessment/Appreciation
and what they're going to look like.	Expansions of y/n Answers
because uh there's a sample and hold in the a to d.	Defending/Explanation
you know i i usually only use them when i i know that um the person was trying to make a word.	Statement
like maybe this person just saw a horror movie or something.	Maybe
but i think it's also essential that you want to look at what are the confusions that you're making and how can you come up with uh categories that uh can clarify these confusions.	Floor Holder
one wonders what it might be	Statement
wow that's a great idea.	Assessment/Appreciation
the information retrieval aspects from that.	Expansions of y/n Answers
yeah i had the same experience.	Acknowledge-answer
and subtract this estimation of the noise spectrum from the uh signal spectrum but subtracting more when the s.n.r. is is uh low.	Statement
you know you have the reverberation from higher energy things showing up in	Expansions of y/n Answers
because uh uh depend on the position of the of the of the each speaker to uh to get more or less energy in the mixed in the signal.	Statement
download their data kind of johnny appleseed.	Humorous Material
then put it all on scratch.	Offer
but then that's interfering with the meeting.	Defending/Explanation
it's really it's really fun to listen to.	Statement
but in most meetings that i attend there's somebody explicitly taking notes frequently on a laptop.	Statement
i'll be gone.	Statement
it it's going to be too much work if we have to worry about that i think.	Dispreferred Answers
all the yep.	Collaborative Completion
especially for speakers that don't talk a lot.	Statement
but uh the the first idea because uh i don't know what what will happen with the study.	Defending/Explanation
if we just got two more of these	Offer
one indented separately.	Statement
because when i heard how little speech there was for some of them i thought they can only hurt your models.	Defending/Explanation
yes it was one of these it was this kind of deal.	Accept
and you can play with it.	Offer
you could say some in there.	Statement
so maybe that should be another property in there.	Offer
spectral slices?	Understanding Check
just to jump it back.	Affirmative Non-yes Answers
because it's the plus then the next word starts with a vowel.	Defending/Explanation
training data for for these acoustic events.	Expansions of y/n Answers
and then of course sometimes we go through and actually um people do double check that they read them correctly and all.	Statement
uh yeah and just um maybe see.	Floor Grabber
so maybe undergrad grad post p h d and other?	Understanding Check
so do we want to switch that now or we want to do some more of this?	About-task
i'd love to get people that are not linguists or engineers because these are both weird.	Offer
and there's just not going to be a way around that.	Statement
you mean when you leave here?	Understanding Check
i'm missing that last word.	Signal-non-understanding
well it's a choice if we get a choice let's keep talking.	Dispreferred Answers
but it works.	Defending/Explanation
um it is used uh	Hold Before Answer/Agreement
and also since the we've started to run work on this.	Rising Tone
but so what's this result you told me about the fact that if you use more than ten frames you can improve by	Wh-Question
i meant joy.	Humorous Material
how was did you catch fish?	Rising Tone
i mean that uh overlapping between two three four uh uh speaker.	Statement
right the the only reason we do this is because the the s r i front end doesn't have a way to to um go into a a longer file with indices.	Floor Grabber
and you're not you don't have somebody sitting and taking minutes for it.	Statement
and in order for this to be a valid probability distribution for each um x hat we just need that the w s sum to one.	Rising Tone
you'd want a video for that i think.	Offer
because even if they tell us that uh the rules are different uh we're still interested in doing what we're doing.	Defending/Explanation
i know we had this interface for a time when people were doing marking of the numbers.	Statement
do you have hari's uh	Yes-No-question
it's a joke.	Defending/Explanation
i mean i i think it's it's tremendous.	Assessment/Appreciation
well you would you would sound like you'd have like in this big big head.	Dispreferred Answers
i guess i'm wondering how can you make a conclusion based on that if you don't know about the meeting?	Rhetorical-Question
and we can exclude we don't need to recognize the non natives.	Offer
um anyway so right now what i'm doing is um	Statement
let me show	Action-directive
yeah please please.	Accept
i i couldn't decide which was the right way to do it.	Other Answers
do we have any other topics?	Rising Tone
this microphone what's this doing around my neck?	Humorous Material
but we you know we we have to get started someplace.	Defending/Explanation
i don't i don't know	Statement
then the recording is easy.	Affirmative Non-yes Answers
because then you get the substitution.	Statement
a wired one?	Understanding Check
but you know.	Follow Me
well what is what is the goal?	Affirmative Non-yes Answers
what was the bug that you found?	Repeat
yeah and like not listen to them.	Floor Grabber
i mean we miss a lot of them.	Defending/Explanation
and um um um	Floor Holder
at least for german you have all all of the uh the stemming information.	Understanding Check
i want it to be self evaluating.	Rising Tone
so we have a network for the v a d which has one hundred hidden units.	Rising Tone
but um it's definitely something i would want to do something on.	Floor Holder
i think we i don't remember where the digits fell.	Other Answers
uh uh then i was going to ask you what about an hour later?	Wh-Question
these were these were benevolent types as people finishing each other's sentences and stuff.	Dispreferred Answers
how do you do that with the keyboard?	Wh-Question
huh well uhhuh uhhuh that's right.	Acknowledge-answer
now in terms of like the transcript.	Statement
what's the utterance giving us?	Or-Question
okay so the other things you have here are uh trying to improve results from a single	Acknowledge-answer
because in the overlap sections then	Defending/Explanation
uh the reason was like we had this choice of using spectral subtraction wiener filtering and there was one more thing which which i'm trying is this sub space approach.	Hold Before Answer/Agreement
oh no no it's a perfectly sensible way to go.	Floor Grabber
i only	Interrupted/Abandoned/Uninterpretable
and then maybe talk about um aspects of the conventions.	Offer
but because the current network is just p l p features.	Defending/Explanation
because with the program i cross the information of uh of jane with uh my my segmentation by hand.	Defending/Explanation
i have no idea about spain.	Other Answers
no training from this.	Expansions of y/n Answers
and then i thought i was doing the wrong thing.	Statement
so you should probably talk to a sys admin and get it put in some central place.	Offer
can you just say like one or two sentences about wiener filtering and why why are people doing that?	Action-directive
like their hair's on fire.	Expansions of y/n Answers
sometimes	Statement
and i don't think anybody's going to notice the difference between a quarter of a second of latency and thirty milliseconds of latency.	Affirmative Non-yes Answers
it's really short yeah yeah.	Assessment/Appreciation
fifty two per cent.	Understanding Check
do we know what they're going to be working on while we take their features?	Rising Tone
yeah darn!	Exclamation
you can control where your jobs go to a certain extent.	Statement
but i kind of like it.	Statement
now the problem i have with that is i don't know who would be filling it out.	Statement
it was so it it became much easier.	Affirmative Non-yes Answers
well we can probably use the real thing.	Floor Grabber
what they mean is stuff they don't have to fund to collect.	Statement
i mean your research is going to be very circular.	Expansions of y/n Answers
well the noise part is around zero.	Statement
look i i think this is a	Floor Grabber
six meetings okay.	Statement
yeah i mean we were at a hundred per cent and then we dropped down to eighty six for reasons i don't understand.	Statement
uh david just	Statement
okay but you have to put on a you have to put on a mike.	Acknowledge-answer
i don't remember for this experiment what did you use for these two stage.	Other Answers
uh it means that it's like eighty milliseconds less than before.	Expansions of y/n Answers
but those are close enough to the	Statement
okay so we sent them	Floor Grabber
i mean i know i mean i've got i've got contacts up there.	Statement
you i think you could keep professor but you could say post p h d researcher or something.	Offer
yeah so this is the um	Acknowledge-answer
because there's this one speaker who talks a lot.	Rising Tone
um they're more directional.	Affirmative Non-yes Answers
and then you gloss them?	Understanding Check
i think there's a lot of the kind that jose was talking about where i mean this is called precision timing in conversation analysis where they come in overlapping but at a point where the information is mostly complete.	Affirmative Non-yes Answers
so you have the estimation of the power spectra of the noise.	Rising Tone
because actually my desktop locked up.	Defending/Explanation
okay forms is one thing.	Acknowledge-answer
the old one was not that not that important i think.	Negative Non-no Answers
are you using a pitch detector in this yet in your experiments?	Rising Tone
but it but uh anyway i think i was sort of arguing against myself there by giving that example.	Topic Change
from the endpoint uh decision.	Expansions of y/n Answers
and then we can you know	Offer
so it's um	Floor Holder
if we had time perhaps we could try to find uh some kind of compromise between the delay that's on the handset and on the server side.	Offer
so on a you know so in e d u one as far as i listened to it you start off with a a section by jerry.	Expansions of y/n Answers
you have here the information.	Statement
one per critical	Interrupted/Abandoned/Uninterpretable
which is already a lot of numbers to write down.	Statement
what does the s.r.i. recognizer output for things like that?	Wh-Question
because if if that's a nice full falling intonational contour on that's a problem.	Defending/Explanation
segmentations then we'll just use that i figure.	Acknowledge-answer
did did you look at the spanish alignments carmen?	Yes-No-question
and then if you can get that to work well then you go to the other signal.	Offer
okay so even just p l p uh it is not in the matched condition	Floor Grabber
uh uh boy!	Exclamation
yeah or like	Accept
yeah it's good.	Accept
well uh marcus lerkult is actually implementing that stuff.	Accept-part
well it was also like you	Statement
so my intention for this is is as an aide for ground truth.	Statement
like for example consider endpoint view it has inputs coming from user budget user thrift.	Statement
uh this is the interpretation that came to mind or something.	Rising Tone
how fast am i?	Acknowledge-answer
i think it was a little bit faster than just transcribing it.	Accept-part
so i didn't put canadian australian and all the other varieties.	Statement
tomorrow	Rising Tone
yeah i think that's difficult.	Floor Grabber
you did really well.	Assessment/Appreciation
um then i started to optimize the different parameters.	Floor Holder
we'll have to review the transcripts in any case.	Action-directive
uh and so we want to decide what we're going to do with that.	Floor Holder
i mean if if you have uh fair assurance that uh the noise is is quite stationary then the smartest thing to do is use as much data as possible to estimate the noise.	Offer
you do you mean in my tests so far?	Understanding Check
so you want to backspace and you get apostrophe apostrophe apostrophe apostrophe.	Statement
and the data structures i would use.	Expansions of y/n Answers
or the you can	Statement
this this was like not improving a lot on this baseline of not having the wiener filter on it.	Statement
with the laptop sound?	Collaborative Completion
transcribed?	Interrupted/Abandoned/Uninterpretable
figure it out.	Action-directive
eleven on thursday?	Declarative-Question
but what what shall we do about things like this?	Rising Tone
but on the other hand they did it before.	Accept-part
because long ago we already knew how to put waveforms into powerful statistical mechanisms.	Defending/Explanation
uh he's he's hoping to do this for his masters' thesis by a year from now.	Floor Holder
poetic reading of digits.	Offer
one as sort of a refresh to help bootstrap queries.	Statement
so i don't think you could use a string search right?	Understanding Check
so that would actually be the more interesting experiment.	Assessment/Appreciation
a little bit more.	Collaborative Completion
but first first of course you would want to process the training data.	Offer
it sounds so hard.	Assessment/Appreciation
um i think the only question is whether the what categories should there be?	Open-Question
i think the main thing is to do something.	Offer
what do people think?	Open-Question
first steps.	Statement
oh so they don't	Floor Grabber
and forgetting all the words because you've been	Offer
well they they certainly want to collect more data.	Affirmative Non-yes Answers
whereas these are are very good.	Statement
uh well okay i'll back up.	Hold Before Answer/Agreement
so if if jose is interested in that that's great.	Statement
because they'll just be talking about something technical.	Defending/Explanation
the idea is to found another feature for discriminate between voice sound and unvoice sound.	Statement
how do they do this?	Wh-Question
i mean we haven't experimented with this.	Defending/Explanation
last updated in july.	Statement
which of course is another issue.	Expansions of y/n Answers
uh done with microphone issues i think?	Understanding Check
yes i can	Accept
who's the guy in grenada?	Wh-Question
was sort of the way i felt.	Expansions of y/n Answers
and then do it again.	Commit
i'm glad you	Statement
well we can look into it.	Offer
i thought the quality was good.	Defending/Explanation
these three?	Understanding Check
on the in the actual script in the actual transcript i i	Statement
there's going to be actually a a plug at the front that'll connect to people's laptops so you can walk in and plug it in.	Defending/Explanation
oh they don't even have to detect voiced speech.	Rising Tone
so i didn't did you get a chance to look at all yet?	Rising Tone
the main thing that struck me in looking at those two spectrograms was the difference in the high frequencies.	Statement
because the l.d.c. has been advising them on this process.	Defending/Explanation
uh and um	Floor Holder
um so since last week we've started to fill the column with um uh features with nets trained on p l p with online normalization.	Floor Holder
cheap to transcribe.	Expansions of y/n Answers
no no let's not.	Reject
but i just would add the the the second row one.	Offer
but if they feel like they're getting something out of it sometimes you can do it that way.	Offer
uh uh doctor susan ervin tripp.	Hold Before Answer/Agreement
but but mostly they are.	Statement
or or just a memory refresher.	Offer
except i don't think that the the instructions for doing that was in that directory.	Defending/Explanation
how how much latency does the uh does our v a d add?	Wh-Question
i'm not sure if it's that's much.	Other Answers
the other thing actually that gets at this a little bit of something else i'd like to do is what happens if you have two p d a's?	Wh-Question
you don't know it	Acknowledge-answer
because i've been told i mumble.	Defending/Explanation
either well either spectrum or cepstrum.	Statement
the close talking microphone.	Misspeak Self-Correction
um and then also anonymity how we want to anonymize the data.	Floor Holder
i'd fix that too.	Affirmative Non-yes Answers
oh no sorry.	Apology
so what does that mean?	Floor Grabber
so that's why it really seems like the constraint in in all this stuff it's the constraints that are actually what matters.	Statement
and there will be additional situational information.	Statement
and so now i'm you can run stuff on that and that really helps a lot because now we've got you know extra machines that we can use for compute.	Statement
so it's not so important.	Statement
if you're talking about the macrophone results that andreas had about um a week and a half ago i think it's the same system.	Defending/Explanation
um it's to to integrate and syntactic analysis.	Hold Before Answer/Agreement
yeah less	Accept
and you want to use either x.a. or scratch.	Statement
but it it's pretty clear we can detect it	Interrupted/Abandoned/Uninterpretable
and if it's an independent	Statement
well the other way i was thinking about it was assigning them an i d.	Offer
because i named that already something.	Defending/Explanation
kind of graspy.	Expansions of y/n Answers
that's typical huh.	Assessment/Appreciation
and then go through i mean and go through and and try and re transcribe it given that we had perfect boundary detection.	Offer
totally.	Affirmative Non-yes Answers
well so perhaps let's let's jump at the last experiment.	About-task
because there's filters have all sorts of temporal and spectral behaviors.	Defending/Explanation
oh oh oh yeah okay.	Acknowledge-answer
so we're going to actually train a recognizer based on these uh far field mikes.	Understanding Check
and then um uh when it gets to be uh january	Offer
i don't remember where i put them now.	Other Answers
yeah the information is available.	Accept
yeah have just a little bit.	Accept
uh and also i i have this sort of east coast accent that comes in sometimes that makes it hard for people on the west coast to understand what i'm saying.	Floor Holder
oh i went crazy.	Affirmative Non-yes Answers
and thing to do is just the field of dreams theory.	Offer
what you're what you're going to	Statement
so another way of doing it maybe would be just to take the f.f.t. uh power spectrum and feed it into a neural network.	Offer
well we did it in unison last time.	Statement
because i'm still wondering where this improvement comes from.	Defending/Explanation
uh and if you've got enough time uh this other method appears to be somewhat more reliable.	Offer
we could probably get a really good estimate of the noise if we just went to the noise files.	Offer
and you go back to this sort of only one person at a time with one person interrupting at a time.	Expansions of y/n Answers
um there is the format of the table which is quite impressive.	Floor Holder
oh conference call.	Acknowledge-answer
we can.	Affirmative Non-yes Answers
um and apparently they get reasonable results.	Statement
oh so there's something you can download to just learn?	Understanding Check
so if we	Statement
this is the french software right?	Statement
with the fan.	Collaborative Completion
improves the baseline?	Understanding Check
uh and uh yeah you may not have word models you have phone models whatever.	Floor Holder
that's error rate or recognition rate?	Understanding Check
um what is what does combo mean?	Floor Holder
so one question.	Floor Grabber
could uh uh	Yes-No-question
however seven and a half thousand of that was the wireless mikes.	Reformulate/Summarize
but i didn't have any i didn't even have a	Statement
and you can get time student time to clean up the corpus and things.	Offer
oh but that's a	Floor Grabber
so so you know that that that the way that they're	Floor Grabber
uh my current idea on that would be that each of these decision nodes has questions associated with it.	Floor Holder
which is nice and flexible.	Assessment/Appreciation
i just wanted to be sure.	Defending/Explanation
so this thing this uh deliverable d three point one of the mate project is a review of a lot of different tools.	Understanding Check
you know i mean it's like something someone can do pretty easily on the spur of the moment.	Statement
and this this was fifty two point six.	Statement
it could do a nonlinear spectral subtraction.	Affirmative Non-yes Answers
preparing for quals.	Statement
is the question.	Collaborative Completion
yeah just you know just be be a little conservative.	Offer
recording it's easy.	Statement
how much of heidelberg can you get around by public transport?	Wh-Question
big ears.	Collaborative Completion
is that how you pronounce her name?	Yes-No-question
it's another one?	Understanding Check
because when you listen to a sentence you can tell if it's contrastive stress.	Defending/Explanation
i would have thought so.	Affirmative Non-yes Answers
yeah let's get rid of them.	Accept
but i guess maybe the thing since you weren't you guys weren't at that that meeting might be just just to um sort of recap uh the the conclusions of the meeting.	Action-directive
and so if the if if the issue	Statement
that is marked as speech.	Collaborative Completion
i much prefer these.	Assessment/Appreciation
so we can add in links and stuff like that to other things.	Offer
so that when they did experiments they could compare.	Defending/Explanation
right right exactly.	Accept
it ought to be called a a dialogue manager.	Statement
and no no with	Reject
this was user something?	Understanding Check
what's nice about getting this corpus is with the people wired you have a excellent baseline.	Assessment/Appreciation
or you estimate fine harmonic structure.	Statement
so i think though it's a good proposal to be used on a new a new batch of text that i haven't yet done yet in the same meeting could use it on the next segment of the text.	Offer
but if we had the crosspads we could ask people you know if if something comes up write it down and mark it somehow.	Defending/Explanation
and if we're re doing the baseline anyways it it it would be okay.	Understanding Check
so this this happens in the very first one.	Statement
period right.	Collaborative Completion
where is x?	Offer
and so the more forms we have and the more lines in the forms that's the more overhead for that one time thing makes it harder to do.	Reformulate/Summarize
now the other thing i wonder about actually is what if you left it negative?	Wh-Question
if people are interested in in getting jobs running on that maybe i could help with that.	Offer
because you went through and you concatenated all of these things together	Rising Tone
i was commenting about this.	Statement
i i there are huge differences you know in the others.	Defending/Explanation
now let let me just give you the other side to that.	Floor Grabber
when you're talking to the computer knowing when you're done speaking.	Defending/Explanation
so it's it's a small you know atis-sized type task.	Defending/Explanation
i mean i think that you know if a person who	Statement
right i mean adam was	Accept
right but that example was not	Acknowledge-answer
most certainly so it's just uh if we're going to do that we should give some thought to how we want to divide it up.	Accept
uh because it	Defending/Explanation
because that's very different than any kind of data that we have so far.	Defending/Explanation
so are do you feel comfortable just picking one?	Floor Holder
well i mean that's the other option is that we could switch the form so it's more obvious the distinction between channel and mike.	Offer
the best seat or or right.	Collaborative Completion
none of that.	Action-directive
um and then you have this multiplicity of voices uh reading these things.	Floor Holder
so it's a very nice thing.	Assessment/Appreciation
why'd they develop it?	Rising Tone
little bit of treats.	Statement
i mean a lot of corpora	Defending/Explanation
that'd be a problem.	Acknowledge-answer
or do you have a very clear idea of what you're going to do?	Or-Clause
and then adding the m s g does nothing basically.	Understanding Check
so it is sort of far field stuff.	Statement
i think that starts to there's definitely some clear cases.	Statement
the only tags that you need to add is	Expansions of y/n Answers
how long will it be?	Reformulate/Summarize
but what were they?	Wh-Question
um one thing i i wanted to or you can tell a good joke and then everybody's laughing and you get a chance to break in.	Floor Grabber
so we took out that part of the road network as a hack.	Rising Tone
well the go there actually the endpoint node could feed feed into the go there s.	Offer
uh and you just sent off a eurospeech paper.	Floor Grabber
you're talking about your voicing?	Understanding Check
but they have you know american contributions and stuff.	Expansions of y/n Answers
is there a way that the software could warn you if it gets zeros from some of the channels?	Rising Tone
rather than doing seeks through the file.	Collaborative Completion
we and it	Interrupted/Abandoned/Uninterpretable
like what what have i got now?	Wh-Question
so if if we could maybe wait and stick keep that for a second.	Offer
you could just you could just throw up you know uh the uh some m f c c feature vectors.	Offer
some of the proposal uh we're doing this on the bin on the f.f.t. bins.	Rising Tone
um i think it's mainly it's partly channel limitation.	Hold Before Answer/Agreement
no point six uh percent absolute on italian.	Rising Tone
well i mean what you'd rather do is nothing at all.	Floor Grabber
greedy.	Expansions of y/n Answers
and um in in a way by by having this this chunk and then the backchannel after it it's like a staggered mixed channel.	Floor Holder
i mean mari and	Statement
it's not it's not just a question of how much information is there as if you will always take maximum advantage of any information that's presented to you.	Statement
i mean that seems like that'd be weird.	Assessment/Appreciation
because that's used by some of these other	Understanding Check
but then it would be possible to do something as simple as a grep across a database.	Offer
right and sometimes i mean you see a couple of these that are actually okay's.	Floor Grabber
change servers?	Signal-non-understanding
is that what the deal is?	Rising Tone
yeah like in a a	Acknowledge-answer
because there are these special lights that have to stay on all the time.	Defending/Explanation
i mean that's we had this back and forth a little bit about you know are sites going to are you going to run this data for different sites?	Rhetorical-Question
we don't we want to we we want the transcript to be roger.	Dispreferred Answers
there's some interesting human factors problems like yeah what span of of time is it useful to segment the thing into in order to uh transcribe it the most quickly.	Statement
because i've been putting a lot effort on this to make it work on tuning things and other stuff.	Defending/Explanation
well i agree with him though.	Defending/Explanation
because we didn't we haven't done any pilots.	Defending/Explanation
the the f.f.t.	Statement
so what we're going to do today is two related things.	About-task
no the other one.	Reject
did they?	Tag-Question
um nothing i want to really talk about.	Hold Before Answer/Agreement
well okay put them in.	Action-directive
on the more mismatched conditions.	Expansions of y/n Answers
that's new.	Assessment/Appreciation
didn't they	Yes-No-question
also.	Expansions of y/n Answers
and we'd you you were permitted to do that?	Understanding Check
yeah there are some where	Floor Grabber
that's why dave should have been here.	Defending/Explanation
and there's you should look under like intelligent environments.	Offer
i mean be and if they still overlapped i i the	Statement
but well when we add up everything it's it will be all right.	Downplayer
i didn't look at the test data yet.	Defending/Explanation
so these these this uh period during which people are going to make suggestions is to know whether it is actually biased towards any set of features or	Floor Grabber
